m,n=100000,n=1000000,n=10000000
9300,5.00003807246685e-06,5.00003807246685e-07,4.00003045797348e-07
9400,4.399917088449001e-06,5.00003807246685e-07,4.00003045797348e-07
9500,3.300025127828121e-06,4.00003045797348e-07,4.00003045797348e-07
9600,4.999921657145023e-06,5.00003807246685e-07,4.00003045797348e-07
9700,3.7999125197529793e-06,4.00003045797348e-07,3.00002284348011e-07
9800,4.00003045797348e-06,5.00003807246685e-07,4.00003045797348e-07
9900,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
10000,4.399917088449001e-06,4.00003045797348e-07,4.00003045797348e-07
10100,3.500026650726795e-06,5.00003807246685e-07,5.00003807246685e-07
10200,0.00018470000941306353,5.00003807246685e-07,4.00003045797348e-07
10300,4.599918611347675e-06,5.00003807246685e-07,5.00003807246685e-07
10400,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
10500,1.9000144675374031e-06,5.00003807246685e-07,5.00003807246685e-07
10600,3.900029696524143e-06,4.00003045797348e-07,4.00003045797348e-07
10700,2.7999049052596092e-06,5.00003807246685e-07,4.00003045797348e-07
10800,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
10900,2.09989957511425e-06,5.00003807246685e-07,4.00003045797348e-07
11000,1.9000144675374031e-06,5.00003807246685e-07,5.00003807246685e-07
11100,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
11200,3.100023604929447e-06,4.00003045797348e-07,5.00003807246685e-07
11300,3.200024366378784e-06,4.00003045797348e-07,5.00003807246685e-07
11400,4.299916326999664e-06,5.00003807246685e-07,4.00003045797348e-07
11500,6.09993003308773e-06,4.00003045797348e-07,3.00002284348011e-07
11600,3.300025127828121e-06,4.00003045797348e-07,5.00003807246685e-07
11700,3.00002284348011e-06,4.00003045797348e-07,4.00003045797348e-07
11800,3.300025127828121e-06,5.00003807246685e-07,4.00003045797348e-07
11900,4.200031980872154e-06,4.00003045797348e-07,4.00003045797348e-07
12000,6.00004568696022e-06,1.100008375942707e-06,5.00003807246685e-07
12100,6.200047209858894e-06,5.998881533741951e-07,4.00003045797348e-07
12200,5.400041118264198e-06,5.00003807246685e-07,3.00002284348011e-07
12300,5.799927748739719e-06,6.00004568696022e-07,3.00002284348011e-07
12400,6.299931555986404e-06,4.00003045797348e-07,4.00003045797348e-07
12500,6.3999323174357414e-06,6.00004568696022e-07,4.00003045797348e-07
12600,6.199930794537067e-06,5.00003807246685e-07,4.998873919248581e-07
12700,6.3999323174357414e-06,5.00003807246685e-07,5.00003807246685e-07
12800,6.300047971308231e-06,4.00003045797348e-07,4.00003045797348e-07
12900,7.500057108700275e-06,6.00004568696022e-07,4.00003045797348e-07
13000,5.400041118264198e-06,4.00003045797348e-07,3.00002284348011e-07
13100,5.999929271638393e-06,5.00003807246685e-07,4.00003045797348e-07
13200,5.600042641162872e-06,4.00003045797348e-07,3.00002284348011e-07
13300,4.800036549568176e-06,3.00002284348011e-07,3.00002284348011e-07
13400,5.100038833916187e-06,4.00003045797348e-07,4.00003045797348e-07
13500,4.600035026669502e-06,5.00003807246685e-07,4.00003045797348e-07
13600,2.400018274784088e-06,6.00004568696022e-07,4.00003045797348e-07
13700,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
13800,2.6999041438102722e-06,5.00003807246685e-07,4.00003045797348e-07
13900,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
14000,2.500019036233425e-06,5.00003807246685e-07,3.00002284348011e-07
14100,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
14200,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
14300,2.900022082030773e-06,4.00003045797348e-07,4.00003045797348e-07
14400,6.400048732757568e-06,2.700020559132099e-06,5.00003807246685e-07
14500,2.400018274784088e-06,4.00003045797348e-07,3.00002284348011e-07
14600,1.300009898841381e-06,3.00002284348011e-07,3.00002284348011e-07
14700,1.600012183189392e-06,4.00003045797348e-07,4.00003045797348e-07
14800,2.200016751885414e-06,4.00003045797348e-07,3.00002284348011e-07
14900,1.400010660290718e-06,3.00002284348011e-07,3.00002284348011e-07
15000,2.00001522898674e-06,2.998858690261841e-07,3.00002284348011e-07
15100,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
15200,1.700012944638729e-06,3.00002284348011e-07,3.00002284348011e-07
15300,1.300009898841381e-06,4.00003045797348e-07,2.00001522898674e-07
15400,1.9000144675374031e-06,3.00002284348011e-07,2.00001522898674e-07
15500,2.200016751885414e-06,4.00003045797348e-07,4.00003045797348e-07
15600,6.200047209858894e-06,5.00003807246685e-07,4.00003045797348e-07
15700,5.999929271638393e-06,5.00003807246685e-07,4.00003045797348e-07
15800,5.500041879713535e-06,5.00003807246685e-07,5.00003807246685e-07
15900,4.899920895695686e-06,4.00003045797348e-07,3.00002284348011e-07
16000,6.9999368861317635e-06,4.00003045797348e-07,4.00003045797348e-07
16100,4.600035026669502e-06,4.00003045797348e-07,3.00002284348011e-07
16200,4.900037311017513e-06,5.00003807246685e-07,4.00003045797348e-07
16300,5.400041118264198e-06,4.00003045797348e-07,3.00002284348011e-07
16400,4.899920895695686e-06,5.00003807246685e-07,4.00003045797348e-07
16500,6.100046448409557e-06,4.00003045797348e-07,4.00003045797348e-07
16600,5.200039595365524e-06,4.00003045797348e-07,4.00003045797348e-07
16700,4.999921657145023e-06,5.00003807246685e-07,5.00003807246685e-07
16800,5.00003807246685e-06,4.00003045797348e-07,4.00003045797348e-07
16900,4.299916326999664e-06,5.00003807246685e-07,4.00003045797348e-07
17000,4.300032742321491e-06,5.00003807246685e-07,3.00002284348011e-07
17100,3.700028173625469e-06,4.00003045797348e-07,4.00003045797348e-07
17200,4.800036549568176e-06,5.00003807246685e-07,4.00003045797348e-07
17300,4.100031219422817e-06,5.00003807246685e-07,5.00003807246685e-07
17400,3.100023604929447e-06,4.00003045797348e-07,4.00003045797348e-07
17500,3.200024366378784e-06,4.00003045797348e-07,4.00003045797348e-07
17600,2.599903382360935e-06,5.00003807246685e-07,4.00003045797348e-07
17700,3.00002284348011e-06,3.00002284348011e-07,3.00002284348011e-07
17800,1.700012944638729e-06,4.00003045797348e-07,2.00001522898674e-07
17900,1.8998980522155762e-06,4.00003045797348e-07,3.00002284348011e-07
18000,2.600019797682762e-06,4.00003045797348e-07,4.00003045797348e-07
18100,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
18200,4.800036549568176e-06,5.00003807246685e-07,4.00003045797348e-07
18300,4.499917849898338e-06,5.00003807246685e-07,3.998866304755211e-07
18400,3.2999087125062943e-06,4.00003045797348e-07,4.00003045797348e-07
18500,3.1999079510569572e-06,4.00003045797348e-07,4.00003045797348e-07
18600,2.499902620911598e-06,5.00003807246685e-07,5.00003807246685e-07
18700,2.499902620911598e-06,5.00003807246685e-07,4.00003045797348e-07
18800,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
18900,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
19000,2.100015990436077e-06,4.00003045797348e-07,4.00003045797348e-07
19100,1.500011421740055e-06,4.00003045797348e-07,2.00001522898674e-07
19200,1.2998934835195541e-06,3.00002284348011e-07,3.00002284348011e-07
19300,2.100015990436077e-06,4.00003045797348e-07,4.00003045797348e-07
19400,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
19500,4.09991480410099e-06,5.00003807246685e-07,4.00003045797348e-07
19600,3.100023604929447e-06,5.00003807246685e-07,4.00003045797348e-07
19700,2.9999064281582832e-06,5.00003807246685e-07,5.00003807246685e-07
19800,4.300032742321491e-06,5.00003807246685e-07,4.00003045797348e-07
19900,3.900029696524143e-06,4.00003045797348e-07,4.00003045797348e-07
20000,5.600042641162872e-06,5.00003807246685e-07,1.1399970389902592e-05
20100,4.899920895695686e-06,5.00003807246685e-07,4.00003045797348e-07
20200,5.800044164061546e-06,4.00003045797348e-07,4.00003045797348e-07
20300,6.09993003308773e-06,5.00003807246685e-07,3.998866304755211e-07
20400,5.900044925510883e-06,5.00003807246685e-07,5.00003807246685e-07
20500,7.5999414548277855e-06,5.00003807246685e-07,4.00003045797348e-07
20600,5.900044925510883e-06,5.00003807246685e-07,4.00003045797348e-07
20700,5.800044164061546e-06,5.00003807246685e-07,5.00003807246685e-07
20800,6.199930794537067e-06,4.00003045797348e-07,4.00003045797348e-07
20900,3.100023604929447e-06,3.00002284348011e-07,3.00002284348011e-07
21000,3.100023604929447e-06,4.00003045797348e-07,1.00000761449337e-06
21100,3.100023604929447e-06,5.998881533741951e-07,5.00003807246685e-07
21200,4.400033503770828e-06,4.00003045797348e-07,4.00003045797348e-07
21300,4.100031219422817e-06,5.00003807246685e-07,4.00003045797348e-07
21400,3.00002284348011e-06,4.00003045797348e-07,2.00001522898674e-07
21500,2.500019036233425e-06,5.00003807246685e-07,3.00002284348011e-07
21600,1.700012944638729e-06,4.00003045797348e-07,4.00003045797348e-07
21700,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
21800,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
21900,3.400025889277458e-06,6.00004568696022e-07,4.00003045797348e-07
22000,3.00002284348011e-06,3.998866304755211e-07,3.00002284348011e-07
22100,3.500026650726795e-06,5.00003807246685e-07,5.00003807246685e-07
22200,3.200024366378784e-06,5.00003807246685e-07,3.00002284348011e-07
22300,3.600027412176132e-06,5.00003807246685e-07,3.00002284348011e-07
22400,3.200024366378784e-06,4.00003045797348e-07,4.00003045797348e-07
22500,3.00002284348011e-06,4.00003045797348e-07,4.00003045797348e-07
22600,3.100023604929447e-06,4.00003045797348e-07,4.00003045797348e-07
22700,2.500019036233425e-06,5.00003807246685e-07,4.00003045797348e-07
22800,2.900022082030773e-06,9.00006853044033e-07,4.00003045797348e-07
22900,2.499902620911598e-06,4.00003045797348e-07,4.00003045797348e-07
23000,2.299901098012924e-06,4.00003045797348e-07,3.00002284348011e-07
23100,1.9000144675374031e-06,4.00003045797348e-07,4.00003045797348e-07
23200,1.9000144675374031e-06,4.00003045797348e-07,4.00003045797348e-07
23300,1.500011421740055e-06,3.00002284348011e-07,3.00002284348011e-07
23400,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
23500,1.800013706088066e-06,6.00004568696022e-07,4.00003045797348e-07
23600,1.700012944638729e-06,3.00002284348011e-07,2.00001522898674e-07
23700,1.999898813664913e-06,5.00003807246685e-07,5.00003807246685e-07
23800,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
23900,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
24000,2.00001522898674e-06,3.00002284348011e-07,3.998866304755211e-07
24100,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
24200,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
24300,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
24400,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
24500,7.100054062902927e-06,1.100008375942707e-06,4.00003045797348e-07
24600,9.399955160915852e-06,4.998873919248581e-07,4.00003045797348e-07
24700,5.499925464391708e-06,4.00003045797348e-07,4.00003045797348e-07
24800,6.100046448409557e-06,4.00003045797348e-07,3.00002284348011e-07
24900,5.200039595365524e-06,4.00003045797348e-07,4.00003045797348e-07
25000,6.300047971308231e-06,5.00003807246685e-07,4.00003045797348e-07
25100,6.700051017105579e-06,7.00005330145359e-07,3.00002284348011e-07
25200,4.900037311017513e-06,4.00003045797348e-07,4.00003045797348e-07
25300,3.3999094739556313e-06,5.00003807246685e-07,5.00003807246685e-07
25400,2.500019036233425e-06,4.00003045797348e-07,4.00003045797348e-07
25500,3.600027412176132e-06,6.00004568696022e-07,5.00003807246685e-07
25600,3.600027412176132e-06,5.00003807246685e-07,3.00002284348011e-07
25700,3.7999125197529793e-06,4.00003045797348e-07,4.00003045797348e-07
25800,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
25900,4.300032742321491e-06,4.00003045797348e-07,4.00003045797348e-07
26000,3.200024366378784e-06,5.00003807246685e-07,4.00003045797348e-07
26100,3.400025889277458e-06,4.00003045797348e-07,3.00002284348011e-07
26200,2.400018274784088e-06,1.100008375942707e-06,4.00003045797348e-07
26300,2.100015990436077e-06,9.00006853044033e-07,4.00003045797348e-07
26400,2.300017513334751e-06,5.00003807246685e-07,5.00003807246685e-07
26500,2.100015990436077e-06,3.00002284348011e-07,3.00002284348011e-07
26600,2.7999049052596092e-06,4.00003045797348e-07,1.100008375942707e-06
26700,2.00001522898674e-06,3.00002284348011e-07,2.00001522898674e-07
26800,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
26900,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
27000,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
27100,1.700012944638729e-06,3.00002284348011e-07,3.00002284348011e-07
27200,2.00001522898674e-06,5.00003807246685e-07,5.00003807246685e-07
27300,2.400018274784088e-06,1.1998927220702171e-06,4.00003045797348e-07
27400,1.300009898841381e-06,3.00002284348011e-07,2.00001522898674e-07
27500,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
27600,1.7998972907662392e-06,4.00003045797348e-07,3.00002284348011e-07
27700,1.300009898841381e-06,3.00002284348011e-07,3.00002284348011e-07
27800,1.400010660290718e-06,4.00003045797348e-07,2.00001522898674e-07
27900,1.3998942449688911e-06,3.00002284348011e-07,3.00002284348011e-07
28000,2.200016751885414e-06,6.00004568696022e-07,1.200009137392044e-06
28100,1.700012944638729e-06,5.00003807246685e-07,5.00003807246685e-07
28200,1.700012944638729e-06,3.00002284348011e-07,2.00001522898674e-07
28300,1.6998965293169022e-06,4.00003045797348e-07,3.00002284348011e-07
28400,3.300025127828121e-06,5.00003807246685e-07,5.00003807246685e-07
28500,2.200016751885414e-06,4.00003045797348e-07,2.00001522898674e-07
28600,2.399901859462261e-06,4.00003045797348e-07,3.00002284348011e-07
28700,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
28800,1.800013706088066e-06,3.00002284348011e-07,3.00002284348011e-07
28900,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
29000,1.200009137392044e-06,3.00002284348011e-07,3.00002284348011e-07
29100,1.400010660290718e-06,3.00002284348011e-07,3.00002284348011e-07
29200,1.800013706088066e-06,4.00003045797348e-07,5.00003807246685e-07
29300,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
29400,1.500011421740055e-06,4.00003045797348e-07,5.00003807246685e-07
29500,5.800044164061546e-06,4.00003045797348e-07,4.00003045797348e-07
29600,5.09992241859436e-06,5.00003807246685e-07,4.00003045797348e-07
29700,5.299923941493034e-06,4.00003045797348e-07,5.00003807246685e-07
29800,5.400041118264198e-06,5.00003807246685e-07,4.00003045797348e-07
29900,3.8000289350748062e-06,5.00003807246685e-07,4.00003045797348e-07
30000,2.200016751885414e-06,4.00003045797348e-07,2.00001522898674e-07
30100,2.00001522898674e-06,3.00002284348011e-07,3.00002284348011e-07
30200,1.500011421740055e-06,3.00002284348011e-07,4.00003045797348e-07
30300,2.200016751885414e-06,4.00003045797348e-07,4.00003045797348e-07
30400,2.400018274784088e-06,3.00002284348011e-07,3.00002284348011e-07
30500,2.500019036233425e-06,5.00003807246685e-07,5.00003807246685e-07
30600,4.700035788118839e-06,5.00003807246685e-07,4.00003045797348e-07
30700,4.300032742321491e-06,4.998873919248581e-07,4.00003045797348e-07
30800,3.100023604929447e-06,4.00003045797348e-07,4.00003045797348e-07
30900,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
31000,2.500019036233425e-06,4.00003045797348e-07,5.00003807246685e-07
31100,2.600019797682762e-06,5.00003807246685e-07,4.00003045797348e-07
31200,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
31300,2.200016751885414e-06,5.00003807246685e-07,5.00003807246685e-07
31400,1.300009898841381e-06,3.00002284348011e-07,3.00002284348011e-07
31500,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
31600,1.500011421740055e-06,3.00002284348011e-07,4.00003045797348e-07
31700,1.600012183189392e-06,3.00002284348011e-07,3.00002284348011e-07
31800,2.200016751885414e-06,6.00004568696022e-07,5.00003807246685e-07
31900,2.600019797682762e-06,5.00003807246685e-07,5.00003807246685e-07
32000,3.2999087125062943e-06,4.00003045797348e-07,4.00003045797348e-07
32100,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
32200,2.00001522898674e-06,4.00003045797348e-07,3.00002284348011e-07
32300,1.700012944638729e-06,5.00003807246685e-07,4.00003045797348e-07
32400,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
32500,2.400018274784088e-06,3.00002284348011e-07,3.00002284348011e-07
32600,2.199900336563587e-06,4.00003045797348e-07,4.00003045797348e-07
32700,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
32800,3.00002284348011e-06,6.00004568696022e-07,4.00003045797348e-07
32900,3.600027412176132e-06,5.00003807246685e-07,4.00003045797348e-07
33000,2.500019036233425e-06,5.00003807246685e-07,5.00003807246685e-07
33100,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
33200,2.500019036233425e-06,6.00004568696022e-07,4.00003045797348e-07
33300,2.6999041438102722e-06,5.00003807246685e-07,4.00003045797348e-07
33400,2.300017513334751e-06,5.00003807246685e-07,5.00003807246685e-07
33500,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
33600,2.100015990436077e-06,3.00002284348011e-07,3.00002284348011e-07
33700,2.400018274784088e-06,6.00004568696022e-07,4.00003045797348e-07
33800,1.8998980522155762e-06,4.00003045797348e-07,4.00003045797348e-07
33900,2.199900336563587e-06,5.00003807246685e-07,5.00003807246685e-07
34000,2.09989957511425e-06,4.00003045797348e-07,2.00001522898674e-07
34100,1.8998980522155762e-06,3.00002284348011e-07,3.00002284348011e-07
34200,3.100023604929447e-06,5.00003807246685e-07,4.00003045797348e-07
34300,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
34400,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
34500,1.9000144675374031e-06,5.00003807246685e-07,3.00002284348011e-07
34600,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
34700,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
34800,2.599903382360935e-06,5.00003807246685e-07,4.00003045797348e-07
34900,2.100015990436077e-06,6.00004568696022e-07,4.00003045797348e-07
35000,2.900022082030773e-06,4.00003045797348e-07,4.00003045797348e-07
35100,3.999914042651653e-06,4.00003045797348e-07,4.00003045797348e-07
35200,4.299916326999664e-06,5.00003807246685e-07,5.00003807246685e-07
35300,4.500034265220165e-06,4.00003045797348e-07,3.00002284348011e-07
35400,3.900029696524143e-06,5.00003807246685e-07,5.00003807246685e-07
35500,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
35600,3.100023604929447e-06,5.00003807246685e-07,4.00003045797348e-07
35700,3.00002284348011e-06,4.00003045797348e-07,3.00002284348011e-07
35800,1.800013706088066e-06,3.00002284348011e-07,3.00002284348011e-07
35900,2.100015990436077e-06,5.00003807246685e-07,8.00006091594696e-07
36000,3.200024366378784e-06,5.00003807246685e-07,4.00003045797348e-07
36100,2.100015990436077e-06,4.00003045797348e-07,4.00003045797348e-07
36200,1.6998965293169022e-06,4.00003045797348e-07,4.00003045797348e-07
36300,2.600019797682762e-06,4.00003045797348e-07,4.00003045797348e-07
36400,2.500019036233425e-06,5.00003807246685e-07,9.00006853044033e-07
36500,1.600012183189392e-06,3.00002284348011e-07,4.00003045797348e-07
36600,2.200016751885414e-06,3.00002284348011e-07,4.00003045797348e-07
36700,1.6998965293169022e-06,4.00003045797348e-07,3.00002284348011e-07
36800,1.700012944638729e-06,3.00002284348011e-07,3.00002284348011e-07
36900,1.9000144675374031e-06,4.00003045797348e-07,4.00003045797348e-07
37000,2.00001522898674e-06,5.00003807246685e-07,5.00003807246685e-07
37100,2.300017513334751e-06,3.00002284348011e-07,2.00001522898674e-07
37200,2.499902620911598e-06,5.00003807246685e-07,4.00003045797348e-07
37300,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
37400,3.200024366378784e-06,6.00004568696022e-07,3.00002284348011e-07
37500,2.900022082030773e-06,4.00003045797348e-07,4.00003045797348e-07
37600,2.800021320581436e-06,4.00003045797348e-07,4.00003045797348e-07
37700,7.1999384090304375e-06,1.00000761449337e-06,4.00003045797348e-07
37800,1.400010660290718e-06,5.00003807246685e-07,4.00003045797348e-07
37900,2.600019797682762e-06,8.00006091594696e-07,3.00002284348011e-07
38000,2.400018274784088e-06,5.00003807246685e-07,5.00003807246685e-07
38100,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
38200,2.600019797682762e-06,4.00003045797348e-07,3.00002284348011e-07
38300,2.400018274784088e-06,5.00003807246685e-07,5.00003807246685e-07
38400,2.700020559132099e-06,5.00003807246685e-07,4.00003045797348e-07
38500,3.300025127828121e-06,5.00003807246685e-07,4.00003045797348e-07
38600,3.4999102354049683e-06,4.00003045797348e-07,3.00002284348011e-07
