m,n=100000,n=1000000,n=10000000
38700,3.600027412176132e-06,5.00003807246685e-07,5.00003807246685e-07
38800,4.300032742321491e-06,5.00003807246685e-07,4.00003045797348e-07
38900,3.2999087125062943e-06,5.00003807246685e-07,4.00003045797348e-07
39000,3.00002284348011e-06,5.00003807246685e-07,3.00002284348011e-07
39100,3.500026650726795e-06,5.00003807246685e-07,4.00003045797348e-07
39200,3.600027412176132e-06,5.00003807246685e-07,4.00003045797348e-07
39300,2.700020559132099e-06,4.00003045797348e-07,4.00003045797348e-07
39400,3.00002284348011e-06,4.00003045797348e-07,4.998873919248581e-07
39500,2.800021320581436e-06,6.00004568696022e-07,4.00003045797348e-07
39600,2.300017513334751e-06,4.00003045797348e-07,3.00002284348011e-07
39700,2.09989957511425e-06,5.00003807246685e-07,4.00003045797348e-07
39800,3.100023604929447e-06,5.00003807246685e-07,5.00003807246685e-07
39900,2.900022082030773e-06,5.00003807246685e-07,4.00003045797348e-07
40000,2.00001522898674e-06,4.00003045797348e-07,3.00002284348011e-07
40100,2.800021320581436e-06,3.00002284348011e-07,3.00002284348011e-07
40200,3.200024366378784e-06,4.00003045797348e-07,3.00002284348011e-07
40300,6.00004568696022e-06,9.00006853044033e-07,3.00002284348011e-07
40400,4.900037311017513e-06,5.00003807246685e-07,4.00003045797348e-07
40500,5.199923180043697e-06,4.00003045797348e-07,4.00003045797348e-07
40600,5.300040356814861e-06,4.00003045797348e-07,4.00003045797348e-07
40700,5.300040356814861e-06,6.00004568696022e-07,4.00003045797348e-07
40800,3.899913281202316e-06,5.00003807246685e-07,4.00003045797348e-07
40900,5.300040356814861e-06,4.00003045797348e-07,7.00005330145359e-07
41000,6.00004568696022e-06,5.00003807246685e-07,4.00003045797348e-07
41100,4.300032742321491e-06,3.00002284348011e-07,3.00002284348011e-07
41200,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
41300,2.300017513334751e-06,4.00003045797348e-07,4.00003045797348e-07
41400,1.800013706088066e-06,4.00003045797348e-07,4.00003045797348e-07
41500,2.00001522898674e-06,4.00003045797348e-07,4.00003045797348e-07
41600,1.700012944638729e-06,5.00003807246685e-07,5.00003807246685e-07
41700,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
41800,1.700012944638729e-06,4.00003045797348e-07,3.00002284348011e-07
41900,1.700012944638729e-06,3.00002284348011e-07,3.00002284348011e-07
42000,1.800013706088066e-06,4.00003045797348e-07,4.00003045797348e-07
42100,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
42200,1.9000144675374031e-06,4.00003045797348e-07,3.00002284348011e-07
42300,1.600012183189392e-06,4.00003045797348e-07,5.00003807246685e-07
42400,1.800013706088066e-06,5.00003807246685e-07,4.00003045797348e-07
42500,1.300009898841381e-06,5.00003807246685e-07,4.00003045797348e-07
42600,1.600012183189392e-06,5.00003807246685e-07,1.100008375942707e-06
42700,3.200024366378784e-06,4.00003045797348e-07,4.00003045797348e-07
42800,1.6998965293169022e-06,4.00003045797348e-07,4.00003045797348e-07
42900,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
43000,2.400018274784088e-06,4.00003045797348e-07,4.00003045797348e-07
43100,1.500011421740055e-06,4.00003045797348e-07,4.00003045797348e-07
43200,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
43300,2.00001522898674e-06,4.00003045797348e-07,4.00003045797348e-07
43400,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
43500,2.500019036233425e-06,6.00004568696022e-07,5.00003807246685e-07
43600,2.00001522898674e-06,5.00003807246685e-07,4.998873919248581e-07
43700,2.299901098012924e-06,5.00003807246685e-07,5.00003807246685e-07
43800,4.100031219422817e-06,5.00003807246685e-07,4.00003045797348e-07
43900,3.200024366378784e-06,5.00003807246685e-07,4.00003045797348e-07
44000,5.00003807246685e-06,4.00003045797348e-07,4.00003045797348e-07
44100,4.700035788118839e-06,5.00003807246685e-07,4.00003045797348e-07
44200,4.599918611347675e-06,6.00004568696022e-07,5.00003807246685e-07
44300,5.599926225841045e-06,5.00003807246685e-07,3.00002284348011e-07
44400,5.900044925510883e-06,4.00003045797348e-07,4.00003045797348e-07
44500,5.900044925510883e-06,9.00006853044033e-07,4.00003045797348e-07
44600,4.800036549568176e-06,5.00003807246685e-07,4.00003045797348e-07
44700,5.100038833916187e-06,4.00003045797348e-07,4.00003045797348e-07
44800,6.200047209858894e-06,6.00004568696022e-07,4.00003045797348e-07
44900,6.5999338403344154e-06,5.00003807246685e-07,4.00003045797348e-07
45000,5.499925464391708e-06,6.00004568696022e-07,4.00003045797348e-07
45100,5.400041118264198e-06,4.00003045797348e-07,4.00003045797348e-07
45200,5.199923180043697e-06,5.00003807246685e-07,5.00003807246685e-07
45300,5.600042641162872e-06,4.00003045797348e-07,4.00003045797348e-07
45400,4.299916326999664e-06,5.00003807246685e-07,4.00003045797348e-07
45500,5.300040356814861e-06,4.00003045797348e-07,4.00003045797348e-07
45600,6.100046448409557e-06,5.00003807246685e-07,4.00003045797348e-07
45700,3.8000289350748062e-06,4.00003045797348e-07,4.00003045797348e-07
45800,4.200031980872154e-06,7.00005330145359e-07,5.00003807246685e-07
45900,5.499925464391708e-06,5.00003807246685e-07,4.00003045797348e-07
46000,5.900044925510883e-06,5.00003807246685e-07,4.00003045797348e-07
46100,5.199923180043697e-06,5.00003807246685e-07,4.00003045797348e-07
46200,1.079996582120657e-05,9.00006853044033e-07,5.00003807246685e-07
46300,6.7999353632330894e-06,1.00000761449337e-06,5.00003807246685e-07
46400,7.4999406933784485e-06,5.00003807246685e-07,4.00003045797348e-07
46500,8.79995059221983e-06,1.700012944638729e-06,1.200009137392044e-06
46600,4.700035788118839e-06,4.00003045797348e-07,4.00003045797348e-07
46700,4.400033503770828e-06,1.300009898841381e-06,8.00006091594696e-06
46800,6.5999338403344154e-06,6.00004568696022e-07,6.00004568696022e-07
46900,6.300047971308231e-06,5.00003807246685e-07,4.00003045797348e-07
47000,3.999914042651653e-06,5.00003807246685e-07,5.00003807246685e-07
47100,4.799920134246349e-06,4.00003045797348e-07,4.00003045797348e-07
47200,2.500019036233425e-06,5.00003807246685e-07,4.00003045797348e-07
47300,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
47400,1.400010660290718e-06,4.00003045797348e-07,1.100008375942707e-06
47500,5.200039595365524e-06,5.00003807246685e-07,3.00002284348011e-07
47600,4.00003045797348e-06,4.00003045797348e-07,4.00003045797348e-07
47700,3.400025889277458e-06,5.00003807246685e-07,4.00003045797348e-07
47800,1.500011421740055e-06,6.00004568696022e-07,4.00003045797348e-07
47900,1.9000144675374031e-06,3.00002284348011e-07,3.00002284348011e-07
48000,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
48100,2.00001522898674e-06,4.00003045797348e-07,4.00003045797348e-07
48200,4.200031980872154e-06,3.00002284348011e-07,2.998858690261841e-07
48300,2.9999064281582832e-06,6.00004568696022e-07,4.00003045797348e-07
48400,4.299916326999664e-06,6.00004568696022e-07,4.00003045797348e-07
48500,2.400018274784088e-06,3.00002284348011e-07,3.00002284348011e-07
48600,2.300017513334751e-06,6.00004568696022e-07,5.00003807246685e-07
48700,1.500011421740055e-06,3.00002284348011e-07,2.00001522898674e-07
48800,1.300009898841381e-06,4.00003045797348e-07,3.00002284348011e-07
48900,1.800013706088066e-06,5.00003807246685e-07,4.00003045797348e-07
49000,3.600027412176132e-06,6.00004568696022e-07,5.00003807246685e-07
49100,2.700020559132099e-06,5.00003807246685e-07,4.00003045797348e-07
49200,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
49300,1.5998957678675652e-06,3.00002284348011e-07,4.00003045797348e-07
49400,1.9000144675374031e-06,5.00003807246685e-07,5.00003807246685e-07
49500,2.900022082030773e-06,5.00003807246685e-07,4.00003045797348e-07
49600,2.900022082030773e-06,4.00003045797348e-07,4.00003045797348e-07
49700,2.900022082030773e-06,3.00002284348011e-07,3.00002284348011e-07
49800,2.09989957511425e-06,5.00003807246685e-07,1.100008375942707e-06
49900,2.300017513334751e-06,6.00004568696022e-07,4.00003045797348e-07
50000,2.8999056667089462e-06,5.00003807246685e-07,5.00003807246685e-07
50100,3.500026650726795e-06,5.00003807246685e-07,5.00003807246685e-07
50200,3.999914042651653e-06,3.00002284348011e-07,3.00002284348011e-07
50300,2.9999064281582832e-06,5.00003807246685e-07,5.00003807246685e-07
50400,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
50500,2.100015990436077e-06,5.00003807246685e-07,5.00003807246685e-07
50600,3.500026650726795e-06,1.100008375942707e-06,3.00002284348011e-07
50700,1.700012944638729e-06,3.00002284348011e-07,2.00001522898674e-07
50800,4.100031219422817e-06,6.00004568696022e-07,4.00003045797348e-07
50900,1.2999982573091984e-05,6.00004568696022e-07,4.00003045797348e-07
51000,3.3999094739556313e-06,3.00002284348011e-07,3.00002284348011e-07
51100,3.900029696524143e-06,6.00004568696022e-07,1.100008375942707e-06
51200,3.3999094739556313e-06,4.00003045797348e-07,4.00003045797348e-07
51300,1.9000144675374031e-06,4.00003045797348e-07,3.00002284348011e-07
51400,1.100008375942707e-06,3.00002284348011e-07,4.00003045797348e-07
51500,1.100008375942707e-06,3.00002284348011e-07,2.00001522898674e-07
51600,5.400041118264198e-06,6.00004568696022e-07,5.00003807246685e-07
51700,5.700043402612209e-06,4.00003045797348e-07,4.00003045797348e-07
51800,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
51900,2.300017513334751e-06,1.00000761449337e-06,5.00003807246685e-07
52000,3.8000289350748062e-06,1.2998934835195541e-06,4.00003045797348e-07
52100,4.600035026669502e-06,4.00003045797348e-07,4.00003045797348e-07
52200,2.300017513334751e-06,5.00003807246685e-07,4.00003045797348e-07
52300,2.6999041438102722e-06,4.00003045797348e-07,3.00002284348011e-07
52400,3.600027412176132e-06,5.00003807246685e-07,4.00003045797348e-07
52500,3.00002284348011e-06,3.00002284348011e-07,2.00001522898674e-07
52600,3.5999109968543053e-06,6.00004568696022e-07,5.00003807246685e-07
52700,3.899913281202316e-06,5.00003807246685e-07,4.00003045797348e-07
52800,2.400018274784088e-06,3.00002284348011e-07,3.00002284348011e-07
52900,1.3998942449688911e-06,3.00002284348011e-07,2.00001522898674e-07
53000,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
53100,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
53200,1.400010660290718e-06,6.00004568696022e-07,4.00003045797348e-07
53300,1.700012944638729e-06,8.00006091594696e-07,1.1998927220702171e-06
53400,3.300025127828121e-06,4.998873919248581e-07,5.00003807246685e-07
53500,4.500034265220165e-06,4.00003045797348e-07,5.00003807246685e-07
53600,3.100023604929447e-06,4.00003045797348e-07,4.00003045797348e-07
53700,1.800013706088066e-06,4.00003045797348e-07,2.00001522898674e-07
53800,5.199923180043697e-06,6.00004568696022e-07,4.00003045797348e-07
53900,4.299916326999664e-06,5.00003807246685e-07,4.00003045797348e-07
54000,4.100031219422817e-06,1.200009137392044e-06,3.00002284348011e-07
54100,4.600035026669502e-06,3.00002284348011e-07,3.00002284348011e-07
54200,2.00001522898674e-06,3.00002284348011e-07,3.00002284348011e-07
54300,3.00002284348011e-06,5.00003807246685e-07,5.00003807246685e-07
54400,2.400018274784088e-06,5.00003807246685e-07,5.00003807246685e-07
54500,2.00001522898674e-06,4.998873919248581e-07,5.00003807246685e-07
54600,2.400018274784088e-06,5.00003807246685e-07,5.00003807246685e-07
54700,4.199915565550327e-06,5.00003807246685e-07,3.00002284348011e-07
54800,3.400025889277458e-06,5.00003807246685e-07,4.00003045797348e-07
54900,5.09992241859436e-06,5.00003807246685e-07,4.00003045797348e-07
55000,2.200016751885414e-06,6.00004568696022e-07,4.00003045797348e-07
55100,3.100023604929447e-06,4.00003045797348e-07,4.998873919248581e-07
55200,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
55300,2.00001522898674e-06,5.00003807246685e-07,4.00003045797348e-07
55400,6.00004568696022e-06,4.00003045797348e-07,4.00003045797348e-07
55500,3.700028173625469e-06,4.00003045797348e-07,4.00003045797348e-07
55600,5.100038833916187e-06,4.00003045797348e-07,4.00003045797348e-07
55700,6.199930794537067e-06,5.00003807246685e-07,4.00003045797348e-07
55800,3.600027412176132e-06,4.00003045797348e-07,3.00002284348011e-07
55900,3.7999125197529793e-06,4.00003045797348e-07,4.00003045797348e-07
56000,3.300025127828121e-06,5.00003807246685e-07,5.00003807246685e-07
56100,4.300032742321491e-06,6.00004568696022e-07,5.00003807246685e-07
56200,3.3999094739556313e-06,6.00004568696022e-07,5.00003807246685e-07
56300,3.100023604929447e-06,6.00004568696022e-07,5.00003807246685e-07
56400,3.2999087125062943e-06,4.00003045797348e-07,4.00003045797348e-07
56500,5.400041118264198e-06,4.00003045797348e-07,4.00003045797348e-07
56600,3.999914042651653e-06,5.00003807246685e-07,4.00003045797348e-07
56700,3.300025127828121e-06,4.00003045797348e-07,2.00001522898674e-07
56800,3.700028173625469e-06,5.00003807246685e-07,2.00001522898674e-07
56900,1.9000144675374031e-06,3.00002284348011e-07,3.00002284348011e-07
57000,2.300017513334751e-06,6.00004568696022e-07,8.998904377222061e-07
57100,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
57200,2.500019036233425e-06,5.00003807246685e-07,1.600012183189392e-06
57300,2.399901859462261e-06,4.00003045797348e-07,3.00002284348011e-07
57400,3.899913281202316e-06,5.00003807246685e-07,4.00003045797348e-07
57500,4.199915565550327e-06,4.00003045797348e-07,4.00003045797348e-07
57600,5.500041879713535e-06,1.00000761449337e-06,3.00002284348011e-07
57700,2.900022082030773e-06,3.998866304755211e-07,3.00002284348011e-07
57800,3.00002284348011e-06,4.00003045797348e-07,4.00003045797348e-07
57900,4.199915565550327e-06,5.00003807246685e-07,4.00003045797348e-07
58000,4.100031219422817e-06,5.00003807246685e-07,3.00002284348011e-07
58100,2.7999049052596092e-06,8.00006091594696e-07,5.00003807246685e-07
58200,3.300025127828121e-06,4.00003045797348e-07,3.00002284348011e-07
58300,2.200016751885414e-06,6.00004568696022e-07,1.100008375942707e-06
58400,1.600012183189392e-06,6.00004568696022e-07,5.00003807246685e-07
58500,1.4998950064182281e-06,5.00003807246685e-07,1.200009137392044e-06
58600,1.700012944638729e-06,6.00004568696022e-07,1.00000761449337e-06
58700,1.800013706088066e-06,5.00003807246685e-07,5.00003807246685e-07
58800,2.200016751885414e-06,5.00003807246685e-07,5.00003807246685e-07
58900,3.700028173625469e-06,6.00004568696022e-07,2.00001522898674e-07
59000,2.200016751885414e-06,6.00004568696022e-07,4.00003045797348e-07
59100,2.500019036233425e-06,6.00004568696022e-07,1.0998919606208801e-06
59200,1.700012944638729e-06,4.00003045797348e-07,4.00003045797348e-07
59300,1.700012944638729e-06,3.00002284348011e-07,3.00002284348011e-07
59400,1.600012183189392e-06,5.00003807246685e-07,5.00003807246685e-07
59500,1.9000144675374031e-06,6.00004568696022e-07,1.00000761449337e-06
59600,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
59700,2.100015990436077e-06,6.00004568696022e-07,4.00003045797348e-07
59800,1.300009898841381e-06,3.00002284348011e-07,3.00002284348011e-07
59900,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
60000,2.00001522898674e-06,4.00003045797348e-07,4.00003045797348e-07
60100,1.500011421740055e-06,3.00002284348011e-07,3.00002284348011e-07
60200,5.500041879713535e-06,5.00003807246685e-07,3.00002284348011e-07
60300,3.300025127828121e-06,4.00003045797348e-07,4.00003045797348e-07
60400,2.600019797682762e-06,1.500011421740055e-06,5.00003807246685e-07
60500,3.300025127828121e-06,4.00003045797348e-07,4.00003045797348e-07
60600,1.500011421740055e-06,4.00003045797348e-07,9.00006853044033e-07
60700,2.500019036233425e-06,6.00004568696022e-07,5.00003807246685e-07
60800,1.700012944638729e-06,5.00003807246685e-07,5.00003807246685e-07
60900,4.500034265220165e-06,6.00004568696022e-07,3.00002284348011e-07
61000,3.100023604929447e-06,5.00003807246685e-07,4.00003045797348e-07
61100,4.500034265220165e-06,5.00003807246685e-07,4.00003045797348e-07
61200,4.900037311017513e-06,5.00003807246685e-07,5.00003807246685e-07
61300,4.100031219422817e-06,5.00003807246685e-07,4.00003045797348e-07
61400,3.100023604929447e-06,5.00003807246685e-07,4.00003045797348e-07
61500,4.00003045797348e-06,7.00005330145359e-07,4.00003045797348e-07
61600,2.199900336563587e-06,5.00003807246685e-07,4.00003045797348e-07
61700,3.00002284348011e-06,7.00005330145359e-07,4.00003045797348e-07
61800,4.900037311017513e-06,6.00004568696022e-07,5.00003807246685e-07
61900,2.7999049052596092e-06,5.00003807246685e-07,6.00004568696022e-07
62000,3.300025127828121e-06,6.00004568696022e-07,4.00003045797348e-07
62100,3.0999071896076202e-06,3.00002284348011e-07,3.00002284348011e-07
62200,1.800013706088066e-06,4.00003045797348e-07,3.00002284348011e-07
62300,1.800013706088066e-06,5.00003807246685e-07,4.00003045797348e-07
62400,1.500011421740055e-06,5.00003807246685e-07,5.00003807246685e-07
62500,1.800013706088066e-06,4.00003045797348e-07,4.00003045797348e-07
62600,2.600019797682762e-06,5.00003807246685e-07,5.00003807246685e-07
62700,2.700020559132099e-06,5.00003807246685e-07,4.00003045797348e-07
62800,2.300017513334751e-06,5.00003807246685e-07,5.00003807246685e-07
62900,2.300017513334751e-06,4.00003045797348e-07,4.00003045797348e-07
63000,4.200031980872154e-06,5.00003807246685e-07,5.00003807246685e-07
63100,2.400018274784088e-06,5.00003807246685e-07,4.00003045797348e-07
63200,1.600012183189392e-06,3.00002284348011e-07,2.00001522898674e-07
63300,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
63400,2.199900336563587e-06,5.00003807246685e-07,5.00003807246685e-07
63500,1.6998965293169022e-06,5.00003807246685e-07,4.998873919248581e-07
63600,3.600027412176132e-06,6.00004568696022e-07,5.00003807246685e-07
63700,1.600012183189392e-06,4.00003045797348e-07,4.00003045797348e-07
63800,1.500011421740055e-06,4.00003045797348e-07,4.00003045797348e-07
63900,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
64000,1.8998980522155762e-06,5.00003807246685e-07,5.00003807246685e-07
64100,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
64200,1.600012183189392e-06,4.00003045797348e-07,4.00003045797348e-07
64300,1.500011421740055e-06,1.00000761449337e-06,3.00002284348011e-07
64400,1.5998957678675652e-06,4.00003045797348e-07,3.00002284348011e-07
64500,1.9000144675374031e-06,4.00003045797348e-07,3.00002284348011e-07
64600,2.299901098012924e-06,3.00002284348011e-07,4.00003045797348e-07
64700,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
64800,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
64900,1.800013706088066e-06,6.00004568696022e-07,5.00003807246685e-07
65000,1.700012944638729e-06,5.00003807246685e-07,4.00003045797348e-07
65100,4.800036549568176e-06,5.00003807246685e-07,4.00003045797348e-07
65200,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
65300,5.800044164061546e-06,5.00003807246685e-07,5.00003807246685e-07
65400,5.200039595365524e-06,4.00003045797348e-07,4.00003045797348e-07
65500,4.899920895695686e-06,4.00003045797348e-07,4.00003045797348e-07
65600,3.900029696524143e-06,5.00003807246685e-07,5.00003807246685e-07
65700,3.2999087125062943e-06,5.00003807246685e-07,4.00003045797348e-07
65800,5.599926225841045e-06,5.00003807246685e-07,5.00003807246685e-07
65900,5.00003807246685e-06,6.00004568696022e-07,4.00003045797348e-07
66000,4.499917849898338e-06,9.00006853044033e-07,5.00003807246685e-07
66100,1.209997572004795e-05,7.00005330145359e-07,4.00003045797348e-07
66200,4.300032742321491e-06,5.00003807246685e-07,5.00003807246685e-07
66300,3.2999087125062943e-06,4.998873919248581e-07,5.00003807246685e-07
66400,3.400025889277458e-06,5.00003807246685e-07,5.00003807246685e-07
66500,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
66600,2.500019036233425e-06,5.00003807246685e-07,5.00003807246685e-07
66700,3.900029696524143e-06,5.00003807246685e-07,5.00003807246685e-07
66800,3.999914042651653e-06,6.00004568696022e-07,4.00003045797348e-07
66900,6.500049494206905e-06,7.00005330145359e-07,6.00004568696022e-07
67000,6.300047971308231e-06,5.00003807246685e-07,5.00003807246685e-07
67100,3.900029696524143e-06,4.00003045797348e-07,4.00003045797348e-07
67200,1.9000144675374031e-06,5.00003807246685e-07,4.00003045797348e-07
67300,5.700043402612209e-06,5.00003807246685e-07,2.500019036233425e-06
67400,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
67500,3.7999125197529793e-06,7.00005330145359e-07,4.00003045797348e-07
67600,5.300040356814861e-06,4.00003045797348e-07,4.00003045797348e-07
67700,5.800044164061546e-06,5.00003807246685e-07,4.00003045797348e-07
67800,1.1699972674250603e-05,7.00005330145359e-07,4.00003045797348e-07
67900,4.700035788118839e-06,5.00003807246685e-07,4.00003045797348e-07
68000,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
68100,4.700035788118839e-06,2.300017513334751e-06,6.00004568696022e-07
68200,1.9000144675374031e-06,4.00003045797348e-07,3.998866304755211e-07
68300,5.799927748739719e-06,5.00003807246685e-07,4.00003045797348e-07
68400,4.400033503770828e-06,4.00003045797348e-07,4.00003045797348e-07
68500,3.600027412176132e-06,5.00003807246685e-07,5.00003807246685e-07
68600,3.400025889277458e-06,4.998873919248581e-07,5.00003807246685e-07
68700,3.5999109968543053e-06,5.00003807246685e-07,4.00003045797348e-07
68800,2.800021320581436e-06,5.00003807246685e-07,5.00003807246685e-07
68900,3.900029696524143e-06,5.00003807246685e-07,4.00003045797348e-07
69000,4.200031980872154e-06,5.00003807246685e-07,4.00003045797348e-07
69100,2.700020559132099e-06,5.00003807246685e-07,5.00003807246685e-07
69200,4.500034265220165e-06,5.00003807246685e-07,5.00003807246685e-07
69300,5.599926225841045e-06,5.00003807246685e-07,4.00003045797348e-07
69400,5.300040356814861e-06,5.00003807246685e-07,4.00003045797348e-07
69500,5.800044164061546e-06,5.00003807246685e-07,4.00003045797348e-07
69600,5.999929271638393e-06,8.00006091594696e-07,5.00003807246685e-07
69700,4.900037311017513e-06,5.00003807246685e-07,4.00003045797348e-07
69800,1.7998972907662392e-06,6.00004568696022e-07,9.00006853044033e-07
69900,1.100008375942707e-06,4.00003045797348e-07,3.00002284348011e-07
70000,1.100008375942707e-06,4.00003045797348e-07,3.00002284348011e-07
70100,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
70200,2.600019797682762e-06,1.200009137392044e-06,4.00003045797348e-07
70300,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
70400,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
70500,3.00002284348011e-06,5.00003807246685e-07,5.00003807246685e-07
70600,3.2999087125062943e-06,5.00003807246685e-07,4.00003045797348e-07
70700,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
70800,1.9000144675374031e-06,4.00003045797348e-07,4.00003045797348e-07
70900,3.4999102354049683e-06,4.00003045797348e-07,4.00003045797348e-07
71000,4.100031219422817e-06,1.100008375942707e-06,6.00004568696022e-07
71100,3.500026650726795e-06,6.00004568696022e-07,4.00003045797348e-07
71200,2.500019036233425e-06,4.00003045797348e-07,4.00003045797348e-07
71300,6.700051017105579e-06,5.00003807246685e-07,4.00003045797348e-07
71400,4.500034265220165e-06,3.00002284348011e-07,2.00001522898674e-07
71500,4.599918611347675e-06,3.998866304755211e-07,4.00003045797348e-07
71600,5.00003807246685e-06,6.00004568696022e-07,5.00003807246685e-07
71700,4.300032742321491e-06,5.00003807246685e-07,5.00003807246685e-07
71800,6.199930794537067e-06,4.00003045797348e-07,4.00003045797348e-07
71900,5.899928510189056e-06,6.00004568696022e-07,4.00003045797348e-07
72000,5.900044925510883e-06,5.00003807246685e-07,5.00003807246685e-07
72100,2.100015990436077e-06,5.00003807246685e-07,4.00003045797348e-07
72200,1.5998957678675652e-06,5.00003807246685e-07,5.00003807246685e-07
72300,1.600012183189392e-06,5.00003807246685e-07,4.00003045797348e-07
72400,3.300025127828121e-06,4.00003045797348e-07,3.00002284348011e-07
72500,1.7998972907662392e-06,5.00003807246685e-07,5.00003807246685e-07
72600,3.200024366378784e-06,5.00003807246685e-07,4.00003045797348e-07
72700,3.500026650726795e-06,5.00003807246685e-07,4.00003045797348e-07
72800,2.600019797682762e-06,3.00002284348011e-07,3.00002284348011e-07
72900,1.800013706088066e-06,5.00003807246685e-07,5.00003807246685e-07
73000,2.00001522898674e-06,5.00003807246685e-07,6.00004568696022e-07
73100,3.700028173625469e-06,4.00003045797348e-07,3.00002284348011e-07
73200,3.400025889277458e-06,9.00006853044033e-07,3.00002284348011e-07
73300,2.200016751885414e-06,6.00004568696022e-07,5.00003807246685e-07
73400,3.400025889277458e-06,3.00002284348011e-07,2.998858690261841e-07
73500,2.100015990436077e-06,5.00003807246685e-07,6.00004568696022e-07
73600,2.800021320581436e-06,5.00003807246685e-07,4.00003045797348e-07
73700,2.800021320581436e-06,6.00004568696022e-07,4.00003045797348e-07
73800,2.200016751885414e-06,6.00004568696022e-07,4.998873919248581e-07
73900,2.200016751885414e-06,5.00003807246685e-07,5.00003807246685e-07
74000,2.200016751885414e-06,5.00003807246685e-07,4.00003045797348e-07
74100,2.00001522898674e-06,6.00004568696022e-07,1.100008375942707e-06
74200,1.600012183189392e-06,4.00003045797348e-07,3.00002284348011e-07
74300,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
74400,2.200016751885414e-06,6.00004568696022e-07,5.00003807246685e-07
74500,1.800013706088066e-06,5.00003807246685e-07,5.00003807246685e-07
74600,3.900029696524143e-06,5.00003807246685e-07,4.00003045797348e-07
74700,1.400010660290718e-06,5.00003807246685e-07,4.00003045797348e-07
74800,3.7999125197529793e-06,5.00003807246685e-07,4.00003045797348e-07
74900,3.400025889277458e-06,4.00003045797348e-07,2.00001522898674e-07
75000,2.399901859462261e-06,1.00000761449337e-06,3.00002284348011e-07
75100,3.00002284348011e-06,5.00003807246685e-07,4.00003045797348e-07
75200,2.09989957511425e-06,1.100008375942707e-06,3.00002284348011e-07
75300,4.899920895695686e-06,5.00003807246685e-07,4.00003045797348e-07
75400,2.300017513334751e-06,5.00003807246685e-07,6.00004568696022e-07
75500,3.900029696524143e-06,4.00003045797348e-07,5.00003807246685e-07
75600,3.400025889277458e-06,5.00003807246685e-07,5.00003807246685e-07
75700,2.00001522898674e-06,5.00003807246685e-07,5.00003807246685e-07
75800,3.00002284348011e-06,5.00003807246685e-07,5.00003807246685e-07
75900,2.400018274784088e-06,7.00005330145359e-07,5.00003807246685e-07
76000,7.00005330145359e-06,5.00003807246685e-07,5.00003807246685e-07
76100,5.599926225841045e-06,5.00003807246685e-07,4.00003045797348e-07
76200,4.199915565550327e-06,5.00003807246685e-07,4.00003045797348e-07
76300,1.500011421740055e-06,5.00003807246685e-07,4.00003045797348e-07
76400,1.400010660290718e-06,5.00003807246685e-07,3.998866304755211e-07
76500,4.300032742321491e-06,8.200062438845634e-06,1.800013706088066e-06
76600,5.799927748739719e-06,5.00003807246685e-07,4.00003045797348e-07
76700,8.899951353669167e-06,6.00004568696022e-07,4.00003045797348e-07
76800,6.199930794537067e-06,8.00006091594696e-07,4.00003045797348e-07
76900,4.600035026669502e-06,1.500011421740055e-06,1.6998965293169022e-06
77000,5.500041879713535e-06,4.00003045797348e-07,4.00003045797348e-07
77100,4.899920895695686e-06,2.100015990436077e-06,6.00004568696022e-07
77200,4.600035026669502e-06,5.00003807246685e-07,5.00003807246685e-07
