n,McCreight
203000,1.4042435999726877
204000,1.4266644000308588
205000,1.4867887999862432
206000,1.517741100047715
207000,1.3663143999874592
208000,1.5339829000877216
209000,1.3602047000313178
210000,1.4729111000197008
211000,1.236828700057231
212000,1.4107899999944493
213000,1.5111661000410095
214000,1.2770454999990761
215000,1.4951426000334322
216000,1.5570245999842882
217000,1.3749004000565037
218000,1.5184328999603167
219000,1.6402567999903113
220000,1.4389304000651464
221000,1.3387658999999985
222000,1.6088941999478266
223000,1.3791056999471039
224000,1.56169190001674
225000,1.3920393000589684
226000,1.5560683999210596
227000,1.620764399995096
228000,1.6572296998929232
229000,1.431263400008902
230000,1.3723851999966428
231000,1.5540203999262303
232000,1.577853300026618
233000,1.6752026999602094
234000,1.763511500088498
235000,1.5694312000414357
236000,1.501795700052753
237000,1.6797763999784365
238000,1.464509699959308
239000,1.9409294000361115
240000,1.5987456999719143
241000,1.5413902000291273
242000,1.8121769999852404
243000,1.501189799979329
244000,1.6874559000134468
245000,1.4625513000646606
246000,1.7278006999986246
247000,1.7772068000631407
248000,1.532642800011672
249000,1.771482600015588
250000,1.5921574999811128
251000,1.8710853999946266
252000,1.6740523999324068
253000,1.8584685999667272
254000,1.6183721999404952
255000,1.8555204999865964
256000,1.601283899974078
257000,1.5493588000535965
258000,1.7721086000092328
259000,1.8056800999911502
260000,1.9254622000735253
261000,1.6483410000801086
262000,1.896304100053385
263000,1.6671272000530735
264000,1.8801445999415591
265000,1.67512499995064
266000,1.831480799941346
267000,1.8915445000166073
268000,1.9523415999719873
269000,1.6784804000053555
270000,1.9203204000368714
271000,2.021314000012353
272000,1.7624535000650212
273000,2.003296200069599
274000,1.8062649999046698
275000,1.6701159999938682
276000,1.9503194999415427
277000,1.9511387000093237
278000,1.6825578000862151
279000,1.9909941999940202
280000,1.7770705000730231
281000,1.7107802999671549
282000,1.9635319999651983
283000,1.7275183000601828
284000,2.2456777000334114
285000,1.8442646999610588
286000,1.7599980999948457
287000,2.081279999925755
288000,1.7956560999155045
289000,1.9228765000589192
290000,2.0852459999732673
291000,1.97488309990149
292000,1.675716600031592
293000,1.6677894999738783
294000,1.831272799987346
295000,1.8447758000111207
296000,1.8595463000237942
297000,1.9204857000149786
298000,1.9706234999466687
299000,1.6938442999962717
300000,1.8600212999153882
301000,1.935623599914834
302000,1.6568520000437275
303000,1.8647939000511542
304000,1.9269954999908805
305000,2.0146658000303432
306000,1.7543804000597447
307000,1.6696439000079408
308000,1.8832287999102846
309000,1.9135966000612825
310000,1.9653366999700665
311000,2.066687099984847
312000,1.803396499948576
313000,2.059741900069639
314000,1.8137137999292463
315000,1.730344400042668
316000,1.9767973999259993
317000,2.094745900016278
318000,1.7925097000552341
319000,2.032765800016932
320000,1.7486332999542356
321000,1.9523662999272346
322000,1.9814803999615833
323000,2.0245010000653565
324000,2.137676400016062
325000,1.8305379999801517
326000,2.0907742000417784
327000,1.831721599912271
328000,2.109894900000654
329000,1.8400423999410123
330000,2.134072699933313
331000,1.9096664000535384
332000,1.8307236999971792
333000,2.0028646000428125
334000,2.4363244998967275
335000,1.9416571999900043
336000,1.8489586999639869
337000,2.106631200062111
338000,1.8322460000636056
339000,2.06928329996299
340000,2.02807049988769
341000,2.0722907000454143
342000,2.0797028000233695
343000,2.108780700014904
344000,2.1326583001064137
345000,2.221461800043471
346000,1.9055251999525353
347000,2.2098847000161186
348000,2.2972596999024972
349000,1.99485569994431
350000,1.8903367000166327
351000,2.18108949996531
352000,2.195370199973695
353000,2.379167100065388
354000,1.9799702999880537
355000,2.3263325999723747
356000,2.0476342999609187
357000,1.96584860002622
358000,2.2687536999583244
359000,1.9366943999193609
360000,2.155962999910116
361000,2.175459099933505
362000,2.2013488999800757
363000,2.192352500045672
364000,2.225541100022383
365000,2.271068300004117
366000,2.3835527999326587
367000,2.0907784999581054
368000,1.954068599967286
369000,2.212699700030498
370000,2.6273705000057817
371000,2.1626955999527127
372000,2.034467300050892
373000,2.32225309999194
374000,2.008353800047189
375000,2.2438623999478295
376000,2.2598747999873012
377000,2.3798409000737593
378000,2.4647105999756604
379000,2.393805900006555
380000,2.486028300016187
381000,2.1776007000589743
382000,2.465812199981883
383000,2.1732187001034617
384000,2.3858329999493435
385000,2.465791799942963
386000,2.1118272999301553
387000,2.372135400073603
388000,2.4782818999374285
389000,2.127512599923648
390000,2.347787300008349
391000,2.3800795000279322
392000,2.427355300053023
393000,2.538464199984446
394000,2.1663288000272587
395000,2.4683469999581575
396000,2.5745224999263883
397000,2.2588588000508025
398000,2.1450197000522166
399000,2.4896576000610366
400000,2.718804099946283
401000,2.6505551000591367
402000,2.2891211999813095
403000,2.558468500035815
404000,2.2498433000873774
405000,2.5247076000086963
406000,2.6127583000343293
407000,2.232793900067918
408000,2.5060488000744954
409000,2.5125128000508994
410000,2.649775000056252
411000,2.297417899942957
412000,2.5202642999356613
413000,2.47975790000055
414000,2.4979886999353766
415000,2.4982971999561414
416000,2.5117455000290647
417000,2.606838500010781
418000,2.7195601999992505
419000,2.3433535000076517
420000,2.6671327999792993
421000,2.3637399999424815
422000,2.70891639997717
423000,2.336038999957964
424000,2.5857642999617383
425000,2.7290712000103667
426000,2.3153329000342637
427000,2.632355200010352
428000,2.7177761000348255
429000,2.3721190000651404
430000,2.641208600020036
431000,2.770413300022483
432000,2.360948499990627
433000,2.865430500009097
434000,2.909981600008905
435000,2.4981319000944495
436000,2.3429858000017703
437000,2.717835900024511
438000,2.81262300000526
439000,2.487962399958633
440000,2.7979852999560535
441000,2.4927434999262914
442000,2.3620860000373796
443000,3.158471600036137
444000,2.5522224999731407
445000,2.405415500048548
446000,2.8268342999508604
447000,2.8834876000182703
448000,2.5020335000008345
449000,2.5015018000267446
450000,2.8115574000403285
451000,3.2190786000574008
452000,2.5973568999907
453000,2.477324799983762
454000,2.7992025999119505
455000,2.836284499964677
456000,2.947733699926175
457000,2.5642669000662863
458000,2.890914700110443
459000,2.54507570003625
460000,2.895219099940732
461000,2.560717000043951
462000,2.8219506999012083
463000,2.953169699991122
464000,2.5378938000649214
465000,2.8993704000022262
466000,3.00355059991125
467000,2.5593786000972614
468000,2.9251486000139266
469000,2.53563249995932
470000,2.781142199994065
471000,2.823335799970664
472000,2.8220995999872684
473000,2.8654998999554664
474000,2.8303421998862177
475000,2.877914300072007
476000,2.885871500009671
477000,3.0311069999588653
478000,2.589505900046788
479000,3.4030237999977544
480000,2.6987243000185117
481000,2.5703088000882417
482000,2.996775999898091
483000,3.022551199886948
484000,3.190357799991034
485000,2.7725398000329733
486000,2.6856968000065535
487000,3.5830382000422105
488000,3.5505429999902844
489000,3.6514883000636473
490000,3.146594899939373
491000,3.4897371999686584
492000,2.9399388000601903
493000,3.4312783000059426
494000,3.509238100028597
495000,3.5619127999525517
496000,3.094286000006832
497000,3.57968039996922
498000,3.64292180002667
499000,3.150983600062318
500000,3.5501907999860123
501000,3.6971794000128284
502000,3.1232958999462426
503000,3.520498000085354
504000,3.6332140000304207
505000,3.773195600020699
506000,3.1929990999633446
507000,3.850758299930021
508000,3.7209539999021217
509000,3.1831269999966025
510000,3.523602200089954
511000,3.627454200061038
512000,3.8228356000036
513000,3.345940600032918
514000,3.1203870000317693
515000,3.7082414000760764
516000,3.758774199988693
517000,3.228525499929674
518000,3.5285292000044137
519000,3.5611602999269962
520000,3.607192200026475
521000,3.704906800063327
522000,3.6261737999739125
523000,3.609223200008273
524000,3.6004466000013053
525000,3.7316246000118554
526000,3.808089100057259
527000,3.3459682000102475
528000,3.7396794999949634
529000,4.122195000061765
530000,3.4360507000237703
531000,3.9597930000163615
532000,3.482703599962406
533000,3.290218500071205
534000,3.6620082000736147
535000,3.6752279000356793
536000,3.681329599930905
537000,3.701417899923399
538000,3.6448266999796033
539000,3.6794970999471843
540000,3.5409634000388905
541000,4.291999900015071
542000,3.374678899999708
543000,3.26203019998502
544000,3.730438300059177
545000,3.9543271999573335
546000,3.341129199950956
547000,3.7989978999830782
548000,4.151927000028081
549000,3.4798696000361815
550000,4.116142999962904
551000,4.218373000039719
552000,3.574186500045471
553000,4.197488799924031
554000,3.6535718999803066
555000,4.201963900006376
556000,4.438653200049885
557000,3.8156511000124738
558000,3.6055847000097856
559000,4.210008200025186
560000,4.235448400024325
561000,4.420385100063868
562000,3.7492641999851912
563000,4.235719899996184
564000,4.321813000016846
565000,4.528201299952343
566000,3.85270330007188
567000,4.446405900060199
568000,3.7674611000111327
569000,4.3020844999700785
570000,3.7504815999418497
571000,4.10913040000014
572000,4.230112800025381
573000,4.178776000044309
574000,5.011428999947384
575000,4.059878200059757
576000,3.792355800047517
577000,4.264925400028005
578000,4.351764300023206
579000,4.42092180007603
580000,4.563545200042427
581000,4.07347160007339
582000,5.072849000105634
583000,3.8721044999547303
584000,4.470044699963182
585000,4.08885649999138
586000,5.208632700028829
587000,4.0981361999874935
588000,3.8515437999740243
589000,4.463057200075127
590000,4.5860485000303015
591000,4.8784998001065105
592000,4.17023429996334
593000,3.9200668999692425
594000,4.4783918999601156
595000,5.3507999000139534
596000,4.54720010003075
597000,3.921899799956009
598000,4.417739599943161
599000,4.449399200035259
600000,4.4913430999731645
601000,4.768667099997401
602000,4.122627099975944
603000,4.735796599998139
604000,4.220047799986787
605000,4.8637439999729395
606000,4.27788359997794
607000,4.13868920004461
608000,4.676346499938518
609000,4.74955950002186
610000,4.007400800008327
611000,4.6749558000592515
612000,4.83536919998005
613000,4.302560899988748
614000,3.9611184999812394
615000,4.559289299999364
616000,4.7598650000290945
617000,5.0497601999668404
618000,4.360266999923624
619000,4.07388619997073
620000,4.745144300046377
621000,5.080340899992734
622000,4.33671140007209
623000,5.001495000091381
624000,4.21326330001466
625000,4.960539099993184
626000,4.248103199992329
627000,4.0633202999597415
628000,4.640208200085908
629000,4.763729199999943
630000,4.976319500012323
631000,4.266257500043139
632000,4.81160000001546
633000,4.24575569992885
634000,4.674762999988161
635000,5.674495400045998
636000,4.469767899950966
637000,4.203423999948427
638000,4.608642200008035
639000,4.809563399991021
640000,4.162528000073507
641000,4.696049700025469
642000,4.808603400015272
643000,5.0051265000365674
644000,5.190838600043207
645000,4.453865500050597
646000,4.209549299906939
647000,4.864835200016387
648000,4.928908300003968
649000,5.261446699965745
650000,4.509381199954078
651000,4.344095999957062
652000,5.666784100001678
653000,4.5488521999213845
654000,4.21010660007596
655000,4.868263499927707
656000,4.89727010007482
657000,5.108062500017695
658000,4.370439999969676
659000,4.895200700033456
660000,5.138070899993181
661000,4.474308799952269
662000,4.935482300003059
663000,5.118082999950275
664000,5.270260000019334
665000,4.643264499958605
666000,5.080730899935588
667000,4.449800999951549
668000,5.044829800026491
669000,5.250565499998629
670000,4.512767700012773
671000,5.1927759000100195
672000,4.434722600039095
673000,4.86099119996652
674000,4.984297199989669
675000,5.008064200053923
676000,4.9195172999752685
677000,5.104107399936765
678000,5.245903300005011
679000,4.57133960002102
680000,5.388548599905334
681000,4.647842800011858
682000,5.3417972000315785
683000,4.797518200008199
684000,4.430412300047465
685000,5.029829500010237
686000,5.250933900009841
687000,5.388105300022289
688000,4.579786199959926
689000,5.027553200023249
690000,5.402435300056823
691000,4.615885599981993
692000,5.3452602999750525
693000,4.689031500020064
694000,5.367123999982141
695000,4.7849611000856385
696000,5.5042860000394285
697000,4.704663899959996
698000,5.188225699937902
699000,5.406493299989961
700000,5.479175199987367
701000,4.714649900095537
702000,5.120213399990462
703000,5.102567600086331
704000,6.3237349999835715
705000,5.012332000071183
706000,4.672895299969241
707000,5.342351100058295
708000,5.434802999952808
709000,4.691141000017524
710000,6.1711122000124305
711000,5.308183899964206
712000,4.854970299988054
713000,5.567036299966276
714000,5.458468799944967
715000,4.747966900002211
716000,5.346834999974817
717000,5.69055999990087
718000,4.8148755999282
719000,5.580068100010976
720000,4.877356499899179
721000,5.577775600017048
722000,4.7309212000109255
723000,5.371017599944025
724000,5.350069500040263
725000,5.318444800097495
726000,5.533127399976365
727000,5.707722099963576
728000,5.037573299952783
729000,5.8267877999460325
730000,5.059427100000903
731000,5.885430900030769
732000,5.131337199942209
733000,4.901805400033481
734000,5.548725700005889
735000,5.769307799986564
736000,4.7920655000489205
737000,6.360584200010635
738000,5.127947099972516
739000,4.875453399959952
740000,5.497293599997647
741000,5.661803099908866
742000,5.910260600037873
743000,5.020308500039391
744000,5.8118503000587225
745000,4.9995918000349775
746000,5.642274199984968
747000,5.751231800066307
748000,5.895819799974561
749000,4.971282500075176
750000,5.6244433000683784
751000,5.863086800090969
752000,5.112071400042623
753000,4.881162999896333
754000,5.5021960999583825
755000,5.634847300010733
756000,5.838400400010869
757000,6.017536900006235
758000,5.136589200003073
759000,5.719689900055528
760000,4.573778299964033
761000,6.129045199952088
762000,4.857693400001153
763000,4.664269600063562
764000,5.0969149000011384
765000,5.180273499921896
766000,5.269057400058955
767000,5.420580200036056
768000,6.3290552999824286
769000,5.148160900105722
770000,4.777639199979603
771000,5.563421200029552
772000,5.375094800023362
773000,5.389252999913879
774000,5.599786099977791
775000,4.942476999945939
776000,5.586938499938697
777000,4.820590800023638
778000,5.342230599955656
779000,5.55700849997811
780000,5.636031199945137
781000,4.955362200038508
782000,5.560923600103706
783000,5.641534599941224
784000,5.5658627999946475
785000,4.9127129999687895
786000,5.354397999937646
787000,5.6649060000199825
788000,5.770687000011094
789000,4.981030600029044
790000,5.527353100012988
791000,5.735956099932082
792000,5.7928353999741375
793000,5.074164899997413
794000,5.582262099953368
795000,5.4816335999639705
796000,5.622784599894658
797000,4.434525900054723
798000,5.754876400111243
799000,4.653187800082378
800000,4.383884600014426
801000,4.94155430002138
802000,5.034369100001641
803000,5.1839887000387534
804000,5.360180500079878
805000,4.722481400007382
806000,4.676849800045602
807000,5.057289200020023
808000,4.918162100017071
809000,5.05446639994625
810000,5.269141900003888
811000,4.563716300064698
812000,5.227286799927242
813000,5.168721999973059
814000,5.113731999997981
815000,5.9098440000088885
816000,4.900881899986416
817000,4.9131677999394014
818000,5.259738299995661
819000,5.203531299950555
820000,4.5269852000055835
821000,4.967172799981199
822000,5.0374726000009105
823000,5.223689200007357
824000,5.428606099914759
825000,5.723700099973939
826000,4.822289600037038
827000,5.529797299997881
828000,5.442358199972659
829000,4.689757599961013
830000,5.480946500087157
831000,5.035046600038186
832000,6.691385200014338
833000,5.078241000068374
834000,5.123025399981998
835000,6.246782100060955
836000,6.369303500046954
837000,6.333201200002804
838000,4.863113300059922
839000,5.452247699955478
840000,4.641015699948184
841000,5.528716800035909
842000,5.189425799995661
843000,5.549096999922767
844000,4.7688625999726355
845000,5.329973199986853
846000,5.325496900011785
847000,5.254401599988341
848000,5.3190537000773475
849000,5.604037199984305
850000,4.7976082999957725
851000,5.531488699954934
852000,4.798453800030984
853000,5.266264599980786
854000,5.432957400102168
855000,5.621219499967992
856000,4.813010200043209
857000,5.508940699975938
858000,4.7786709000356495
859000,5.383769599953666
860000,5.460895300027914
861000,5.5705388999776915
862000,4.781128300004639
863000,5.275222699972801
864000,5.318118500057608
865000,5.330156400101259
866000,6.3526606999803334
867000,7.065210000029765
868000,6.282282399944961
869000,5.408413299941458
870000,5.540106900036335
871000,6.164109000004828
872000,5.1665555000072345
873000,5.858650800073519
874000,5.155400500050746
875000,4.994561200030148
876000,5.4904247999656945
877000,5.654638399952091
878000,5.736995900049806
879000,5.8666854000184685
880000,5.288695399998687
881000,5.577400999958627
882000,5.574502100003883
883000,5.520958899985999
884000,5.5041959000518546
885000,6.683688399964012
886000,5.2775126999476925
887000,5.017300400068052
888000,5.776043300051242
889000,5.796652900055051
890000,5.8596648999955505
891000,4.986318900017068
892000,6.646973800030537
893000,5.450577900046483
894000,5.1118277999339625
895000,5.821782299899496
896000,5.931494699907489
897000,5.905128000071272
898000,4.95942460000515
899000,5.62770760001149
900000,5.6566559000639245
901000,5.753379000001587
902000,5.934547699987888
903000,6.2496533000376076
904000,5.4013446000171825
905000,4.924249800038524
906000,5.918325599981472
907000,5.981520100031048
908000,6.171585700009018
909000,5.370643099886365
910000,5.103333899984136
911000,5.813537499983795
912000,5.861676400061697
913000,6.1556519999867305
914000,5.179398400010541
915000,5.884695900022052
916000,5.226884000003338
917000,5.690698500024155
918000,5.855401499895379
919000,5.9992425999371335
920000,6.281482700025663
921000,5.4891176000237465
922000,5.118926799972542
923000,6.016266099992208
924000,5.990635400055908
925000,6.168635100009851
926000,5.304340400034562
927000,6.061364399967715
928000,5.390534900012426
929000,5.336975099984556
930000,6.004774300032295
931000,5.903398299938999
932000,6.101817599963397
933000,5.652021300047636
934000,5.889954000012949
935000,5.7996852999785915
936000,6.87773800001014
937000,5.6118498999858275
938000,5.289365200093016
939000,6.0549986000405625
940000,5.991714600007981
941000,6.191461400012486
942000,6.013759599998593
943000,5.197963300044648
944000,5.654511599917896
945000,6.9485469000646845
946000,5.5230494000716135
947000,5.15827250003349
948000,5.875957800075412
949000,5.958401500014588
950000,6.028052699984983
951000,6.158650700002909
952000,5.369948800071143
953000,5.982736299978569
954000,6.0872809999855235
955000,6.11445090000052
956000,6.384147400036454
957000,5.629992600064725
958000,5.360231200000271
959000,7.13634510000702
960000,5.6756498999893665
961000,5.388497000094503
962000,6.121193700004369
963000,6.241564000025392
964000,6.322933099931106
965000,6.5117644999409094
966000,5.643664599978365
967000,5.420962400035933
968000,6.155154600040987
969000,6.339791000005789
970000,5.49079690000508
971000,6.202887700055726
972000,6.42371609993279
973000,5.57671679998748
974000,6.21112130000256
975000,6.521240500034764
976000,5.684914999990724
977000,6.506857899948955
978000,5.684691500035115
979000,6.637802800047211
980000,5.78007809992414
981000,5.532872199895792
982000,6.181597099988721
983000,6.654360500047915
984000,5.621152600040659
985000,6.220887599978596
986000,7.2782903999323025
987000,5.81264099990949
988000,5.526267800014466
989000,6.264674299978651
990000,7.413682400016114
991000,5.945976700051688
992000,5.574703200021759
993000,6.426848900038749
994000,6.5318538000574335
995000,5.708965300000273
996000,6.486201599938795
997000,6.715632599894889
998000,5.59711089998018
999000,6.2861484999302775
1000000,6.523329499992542
