m,n=100000,n=1000000,n=10000000
42540,4.00003045797348e-06,4.00003045797348e-07,2.00001522898674e-07
42550,4.8999791033566e-06,2.00001522898674e-07,3.00002284348011e-07
42560,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
42570,1.2999516911804676e-06,1.200009137392044e-06,3.00002284348011e-07
42580,2.700020559132099e-06,3.00002284348011e-07,2.00001522898674e-07
42590,3.5999692045152187e-06,4.00003045797348e-07,3.00002284348011e-07
42600,3.100023604929447e-06,2.00001522898674e-07,1.9994331523776054e-07
42610,3.3999676816165447e-06,3.00002284348011e-07,2.9994407668709755e-07
42620,2.5999615900218487e-06,3.00002284348011e-07,2.00001522898674e-07
42630,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
42640,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
42650,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
42660,4.900037311017513e-06,3.00002284348011e-07,2.00001522898674e-07
42670,2.8999638743698597e-06,2.00001522898674e-07,2.00001522898674e-07
42680,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
42690,3.400025889277458e-06,2.00001522898674e-07,3.00002284348011e-07
42700,2.100015990436077e-06,3.00002284348011e-07,3.00002284348011e-07
42710,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
42720,3.300025127828121e-06,2.00001522898674e-07,2.00001522898674e-07
42730,3.400025889277458e-06,2.00001522898674e-07,1.9994331523776054e-07
42740,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
42750,2.800021320581436e-06,3.00002284348011e-07,2.00001522898674e-07
42760,1.100008375942707e-06,2.00001522898674e-07,3.00002284348011e-07
42770,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
42780,2.5999615900218487e-06,2.00001522898674e-07,2.00001522898674e-07
42790,2.400018274784088e-06,2.00001522898674e-07,2.00001522898674e-07
42800,3.999972250312567e-06,3.00002284348011e-07,3.00002284348011e-07
42810,1.300009898841381e-06,2.00001522898674e-07,2.00001522898674e-07
42820,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
42830,2.0999577827751637e-06,2.00001522898674e-07,3.00002284348011e-07
42840,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
42850,3.200024366378784e-06,2.9994407668709755e-07,3.00002284348011e-07
42860,2.2999593056738377e-06,3.00002284348011e-07,3.00002284348011e-07
42870,3.3999676816165447e-06,2.00001522898674e-07,3.00002284348011e-07
42880,2.3999600671231747e-06,3.00002284348011e-07,2.00001522898674e-07
42890,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
42900,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
42910,1.9000144675374031e-06,2.00001522898674e-07,3.00002284348011e-07
42920,3.7999707274138927e-06,3.00002284348011e-07,2.00001522898674e-07
42930,3.100023604929447e-06,2.00001522898674e-07,1.9994331523776054e-07
42940,6.699992809444666e-06,4.00003045797348e-07,4.00003045797348e-07
42950,5.799985956400633e-06,3.00002284348011e-07,3.00002284348011e-07
42960,5.00003807246685e-06,4.00003045797348e-07,3.00002284348011e-07
42970,5.099980626255274e-06,6.00004568696022e-07,4.00003045797348e-07
42980,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
42990,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
43000,3.2999669201672077e-06,4.00003045797348e-07,3.00002284348011e-07
43010,4.00003045797348e-06,3.00002284348011e-07,2.00001522898674e-07
43020,4.100031219422817e-06,3.00002284348011e-07,2.00001522898674e-07
43030,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
43040,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
43050,2.500019036233425e-06,3.00002284348011e-07,2.00001522898674e-07
43060,1.9000144675374031e-06,2.00001522898674e-07,3.00002284348011e-07
43070,3.0999653972685337e-06,3.00002284348011e-07,3.00002284348011e-07
43080,2.300017513334751e-06,3.00002284348011e-07,3.00002284348011e-07
43090,3.6999699659645557e-06,2.00001522898674e-07,2.00001522898674e-07
43100,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
43110,2.4999608285725117e-06,2.00001522898674e-07,2.00001522898674e-07
43120,3.5999692045152187e-06,4.00003045797348e-07,3.00002284348011e-07
43130,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
43140,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
43150,2.800021320581436e-06,3.00002284348011e-07,3.00002284348011e-07
43160,2.100015990436077e-06,3.00002284348011e-07,3.00002284348011e-07
43170,3.1999661587178707e-06,2.00001522898674e-07,2.00001522898674e-07
43180,3.4999684430658817e-06,3.00002284348011e-07,3.00002284348011e-07
43190,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
43200,3.500026650726795e-06,4.00003045797348e-07,2.00001522898674e-07
43210,3.100023604929447e-06,3.00002284348011e-07,2.00001522898674e-07
43220,3.8000289350748062e-06,2.00001522898674e-07,2.00001522898674e-07
43230,2.7999631129205227e-06,3.00002284348011e-07,3.00002284348011e-07
43240,4.00003045797348e-06,3.00002284348011e-07,2.00001522898674e-07
43250,3.300025127828121e-06,3.9994483813643456e-07,3.00002284348011e-07
43260,2.200016751885414e-06,2.00001522898674e-07,2.00001522898674e-07
43270,3.600027412176132e-06,4.00003045797348e-07,2.00001522898674e-07
43280,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
43290,4.500034265220165e-06,3.00002284348011e-07,2.00001522898674e-07
43300,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
43310,5.799985956400633e-06,7.00005330145359e-07,6.00004568696022e-07
43320,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
43330,3.100023604929447e-06,2.00001522898674e-07,2.00001522898674e-07
43340,4.400033503770828e-06,4.00003045797348e-07,3.00002284348011e-07
43350,2.200016751885414e-06,3.00002284348011e-07,3.00002284348011e-07
43360,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
43370,3.200024366378784e-06,2.00001522898674e-07,2.00001522898674e-07
43380,1.700012944638729e-06,3.00002284348011e-07,2.9994407668709755e-07
43390,3.5999692045152187e-06,2.00001522898674e-07,2.00001522898674e-07
43400,1.600012183189392e-06,2.00001522898674e-07,2.00001522898674e-07
43410,4.00003045797348e-06,2.00001522898674e-07,2.00001522898674e-07
43420,2.5999615900218487e-06,3.00002284348011e-07,3.00002284348011e-07
43430,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
43440,3.600027412176132e-06,4.00003045797348e-07,3.00002284348011e-07
43450,2.600019797682762e-06,2.00001522898674e-07,2.00001522898674e-07
43460,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
43470,2.6999623514711857e-06,3.00002284348011e-07,3.00002284348011e-07
43480,1.100008375942707e-06,3.00002284348011e-07,3.00002284348011e-07
43490,3.0999653972685337e-06,3.00002284348011e-07,3.00002284348011e-07
43500,2.7999631129205227e-06,2.00001522898674e-07,2.00001522898674e-07
43510,1.200009137392044e-06,3.00002284348011e-07,3.00002284348011e-07
43520,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
43530,5.00003807246685e-06,4.00003045797348e-07,4.00003045797348e-07
43540,6.499991286545992e-06,5.00003807246685e-07,3.00002284348011e-07
43550,4.999979864805937e-06,5.00003807246685e-07,4.00003045797348e-07
43560,6.100046448409557e-06,4.00003045797348e-07,2.00001522898674e-07
43570,6.89999433234334e-06,4.00003045797348e-07,4.00003045797348e-07
43580,5.500041879713535e-06,4.00003045797348e-07,4.00003045797348e-07
43590,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
43600,4.699977580457926e-06,3.00002284348011e-07,3.00002284348011e-07
43610,6.89999433234334e-06,3.9994483813643456e-07,4.00003045797348e-07
43620,3.6999699659645557e-06,4.00003045797348e-07,3.00002284348011e-07
43630,5.399982910603285e-06,3.00002284348011e-07,3.00002284348011e-07
43640,3.600027412176132e-06,3.00002284348011e-07,2.00001522898674e-07
43650,6.100046448409557e-06,3.00002284348011e-07,4.00003045797348e-07
43660,5.200039595365524e-06,4.00003045797348e-07,3.00002284348011e-07
43670,3.7999707274138927e-06,4.00003045797348e-07,3.00002284348011e-07
43680,3.6999699659645557e-06,3.00002284348011e-07,1.9994331523776054e-07
43690,3.7999707274138927e-06,5.00003807246685e-07,3.9994483813643456e-07
43700,6.499991286545992e-06,3.00002284348011e-07,2.00001522898674e-07
43710,3.6999699659645557e-06,4.00003045797348e-07,3.00002284348011e-07
43720,5.299982149153948e-06,3.00002284348011e-07,2.00001522898674e-07
43730,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
43740,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
43750,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
43760,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
43770,4.699977580457926e-06,3.00002284348011e-07,2.00001522898674e-07
43780,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
43790,3.200024366378784e-06,3.00002284348011e-07,2.00001522898674e-07
43800,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
43810,3.4999684430658817e-06,2.00001522898674e-07,3.00002284348011e-07
43820,4.699977580457926e-06,3.00002284348011e-07,2.00001522898674e-07
43830,3.8000289350748062e-06,2.00001522898674e-07,2.00001522898674e-07
43840,4.799978341907263e-06,3.00002284348011e-07,2.9994407668709755e-07
43850,3.1999661587178707e-06,3.00002284348011e-07,3.00002284348011e-07
43860,4.099973011761904e-06,2.00001522898674e-07,2.00001522898674e-07
43870,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
43880,4.00003045797348e-06,4.00003045797348e-07,3.00002284348011e-07
43890,3.89997148886323e-06,2.00001522898674e-07,3.00002284348011e-07
43900,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
43910,5.399982910603285e-06,4.00003045797348e-07,4.00003045797348e-07
43920,4.199973773211241e-06,3.00002284348011e-07,3.00002284348011e-07
43930,6.299989763647318e-06,4.00003045797348e-07,3.00002284348011e-07
43940,4.100031219422817e-06,4.00003045797348e-07,2.00001522898674e-07
43950,3.999972250312567e-06,2.00001522898674e-07,2.00001522898674e-07
43960,5.299982149153948e-06,6.00004568696022e-07,4.00003045797348e-07
43970,5.299982149153948e-06,4.00003045797348e-07,3.00002284348011e-07
43980,7.90000194683671e-06,4.00003045797348e-07,3.00002284348011e-07
43990,4.400033503770828e-06,4.00003045797348e-07,3.00002284348011e-07
44000,4.699977580457926e-06,3.00002284348011e-07,3.00002284348011e-07
44010,3.3999676816165447e-06,3.00002284348011e-07,3.00002284348011e-07
44020,4.500034265220165e-06,3.00002284348011e-07,3.00002284348011e-07
44030,4.099973011761904e-06,3.00002284348011e-07,3.00002284348011e-07
44040,4.300032742321491e-06,3.00002284348011e-07,2.00001522898674e-07
44050,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
44060,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
44070,5.299982149153948e-06,3.00002284348011e-07,2.00001522898674e-07
44080,9.300012607127428e-06,2.00001522898674e-07,3.00002284348011e-07
44090,8.09994526207447e-06,3.00002284348011e-07,3.00002284348011e-07
44100,6.399990525096655e-06,4.00003045797348e-07,3.00002284348011e-07
44110,5.699985194951296e-06,3.00002284348011e-07,3.00002284348011e-07
44120,4.100031219422817e-06,3.00002284348011e-07,3.00002284348011e-07
44130,4.800036549568176e-06,3.00002284348011e-07,3.00002284348011e-07
44140,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
44150,3.6999699659645557e-06,3.00002284348011e-07,3.00002284348011e-07
44160,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
44170,3.700028173625469e-06,5.00003807246685e-07,4.00003045797348e-07
44180,5.299982149153948e-06,5.00003807246685e-07,4.00003045797348e-07
44190,4.800036549568176e-06,3.00002284348011e-07,2.00001522898674e-07
44200,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
44210,6.999995093792677e-06,4.00003045797348e-07,3.00002284348011e-07
44220,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
44230,4.8999791033566e-06,4.00003045797348e-07,4.00003045797348e-07
44240,4.300032742321491e-06,4.00003045797348e-07,3.00002284348011e-07
44250,4.299974534660578e-06,3.00002284348011e-07,2.00001522898674e-07
44260,3.999972250312567e-06,3.00002284348011e-07,3.00002284348011e-07
44270,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
44280,4.400033503770828e-06,3.00002284348011e-07,3.00002284348011e-07
44290,4.799978341907263e-06,5.00003807246685e-07,4.00003045797348e-07
44300,4.199973773211241e-06,4.00003045797348e-07,3.00002284348011e-07
44310,3.600027412176132e-06,4.00003045797348e-07,2.00001522898674e-07
44320,6.199989002197981e-06,4.00003045797348e-07,4.00003045797348e-07
44330,4.900037311017513e-06,3.00002284348011e-07,3.00002284348011e-07
44340,5.499983672052622e-06,6.00004568696022e-07,3.00002284348011e-07
44350,6.099988240748644e-06,4.00003045797348e-07,4.00003045797348e-07
44360,5.500041879713535e-06,3.00002284348011e-07,2.00001522898674e-07
44370,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
44380,3.89997148886323e-06,3.00002284348011e-07,3.00002284348011e-07
44390,4.00003045797348e-06,3.00002284348011e-07,3.00002284348011e-07
44400,5.699985194951296e-06,3.00002284348011e-07,3.00002284348011e-07
44410,4.499976057559252e-06,5.00003807246685e-07,4.00003045797348e-07
44420,3.8000289350748062e-06,2.9994407668709755e-07,3.00002284348011e-07
44430,5.100038833916187e-06,3.00002284348011e-07,2.00001522898674e-07
44440,4.699977580457926e-06,4.00003045797348e-07,3.00002284348011e-07
44450,4.199973773211241e-06,3.00002284348011e-07,2.00001522898674e-07
44460,3.89997148886323e-06,5.00003807246685e-07,3.9994483813643456e-07
44470,3.89997148886323e-06,5.00003807246685e-07,4.00003045797348e-07
44480,5.699985194951296e-06,5.00003807246685e-07,4.00003045797348e-07
44490,5.099980626255274e-06,4.00003045797348e-07,3.00002284348011e-07
44500,6.199989002197981e-06,5.00003807246685e-07,4.999455995857716e-07
44510,5.799985956400633e-06,3.00002284348011e-07,3.00002284348011e-07
44520,4.999979864805937e-06,3.00002284348011e-07,3.00002284348011e-07
44530,5.999987479299307e-06,4.00003045797348e-07,4.00003045797348e-07
44540,5.799985956400633e-06,3.00002284348011e-07,2.00001522898674e-07
44550,3.4999684430658817e-06,4.00003045797348e-07,2.00001522898674e-07
44560,7.199996616691351e-06,4.00003045797348e-07,4.00003045797348e-07
44570,4.399975296109915e-06,3.00002284348011e-07,2.00001522898674e-07
44580,4.799978341907263e-06,3.9994483813643456e-07,3.00002284348011e-07
44590,4.199973773211241e-06,4.00003045797348e-07,3.00002284348011e-07
44600,5.89998671784997e-06,4.00003045797348e-07,4.00003045797348e-07
44610,5.800044164061546e-06,5.00003807246685e-07,4.00003045797348e-07
44620,5.399982910603285e-06,3.9994483813643456e-07,4.00003045797348e-07
44630,4.099973011761904e-06,3.00002284348011e-07,2.00001522898674e-07
44640,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
44650,5.299982149153948e-06,4.00003045797348e-07,2.00001522898674e-07
44660,3.200024366378784e-06,3.00002284348011e-07,3.00002284348011e-07
44670,4.800036549568176e-06,4.00003045797348e-07,3.00002284348011e-07
44680,4.399975296109915e-06,6.00004568696022e-07,4.00003045797348e-07
44690,3.7999707274138927e-06,3.00002284348011e-07,3.00002284348011e-07
44700,3.3999676816165447e-06,4.00003045797348e-07,3.00002284348011e-07
44710,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
44720,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
44730,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
44740,3.600027412176132e-06,4.00003045797348e-07,2.00001522898674e-07
44750,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
44760,4.999979864805937e-06,7.00005330145359e-07,3.00002284348011e-07
44770,4.500034265220165e-06,3.00002284348011e-07,2.00001522898674e-07
44780,5.600042641162872e-06,3.00002284348011e-07,3.00002284348011e-07
44790,7.800001185387373e-06,4.00003045797348e-07,3.00002284348011e-07
44800,3.3999676816165447e-06,3.00002284348011e-07,2.9994407668709755e-07
44810,5.199981387704611e-06,3.00002284348011e-07,3.00002284348011e-07
44820,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
44830,4.199973773211241e-06,3.00002284348011e-07,2.00001522898674e-07
44840,4.200031980872154e-06,3.00002284348011e-07,3.00002284348011e-07
44850,4.100031219422817e-06,4.00003045797348e-07,3.00002284348011e-07
44860,4.799978341907263e-06,2.00001522898674e-07,3.00002284348011e-07
44870,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
44880,8.200004231184721e-06,6.00004568696022e-07,3.00002284348011e-07
44890,4.699977580457926e-06,3.00002284348011e-07,3.00002284348011e-07
44900,3.8000289350748062e-06,4.00003045797348e-07,4.00003045797348e-07
44910,4.400033503770828e-06,4.00003045797348e-07,2.00001522898674e-07
44920,4.100031219422817e-06,3.00002284348011e-07,2.00001522898674e-07
44930,4.500034265220165e-06,2.00001522898674e-07,2.00001522898674e-07
44940,3.600027412176132e-06,2.9994407668709755e-07,2.00001522898674e-07
44950,4.299974534660578e-06,3.00002284348011e-07,3.00002284348011e-07
44960,4.00003045797348e-06,3.00002284348011e-07,2.00001522898674e-07
44970,6.499991286545992e-06,3.00002284348011e-07,2.00001522898674e-07
44980,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
44990,5.89998671784997e-06,9.999494068324566e-07,8.00006091594696e-07
45000,4.499976057559252e-06,4.00003045797348e-07,4.00003045797348e-07
45010,3.6999699659645557e-06,3.00002284348011e-07,3.00002284348011e-07
45020,4.700035788118839e-06,4.00003045797348e-07,4.00003045797348e-07
45030,3.7999707274138927e-06,5.00003807246685e-07,4.00003045797348e-07
45040,4.600035026669502e-06,3.00002284348011e-07,2.00001522898674e-07
45050,5.200039595365524e-06,4.00003045797348e-07,4.00003045797348e-07
45060,5.099980626255274e-06,4.00003045797348e-07,3.9994483813643456e-07
45070,5.299982149153948e-06,5.00003807246685e-07,4.00003045797348e-07
45080,4.599976819008589e-06,3.00002284348011e-07,3.00002284348011e-07
45090,3.6999699659645557e-06,3.00002284348011e-07,3.00002284348011e-07
45100,6.099988240748644e-06,5.00003807246685e-07,4.00003045797348e-07
45110,4.699977580457926e-06,4.00003045797348e-07,2.00001522898674e-07
45120,6.799993570894003e-06,3.00002284348011e-07,2.00001522898674e-07
45130,4.300032742321491e-06,3.00002284348011e-07,3.00002284348011e-07
45140,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
45150,7.599999662488699e-06,4.00003045797348e-07,3.00002284348011e-07
45160,6.299989763647318e-06,3.9994483813643456e-07,3.00002284348011e-07
45170,5.299982149153948e-06,4.00003045797348e-07,2.00001522898674e-07
45180,5.399982910603285e-06,4.00003045797348e-07,2.9994407668709755e-07
45190,5.300040356814861e-06,3.00002284348011e-07,3.00002284348011e-07
45200,5.699985194951296e-06,4.00003045797348e-07,4.00003045797348e-07
45210,7.700000423938036e-06,5.00003807246685e-07,4.00003045797348e-07
45220,7.099995855242014e-06,1.200009137392044e-06,4.00003045797348e-07
45230,8.300004992634058e-06,3.9994483813643456e-07,4.00003045797348e-07
45240,1.6300007700920105e-05,4.00003045797348e-07,3.00002284348011e-07
45250,8.899951353669167e-06,1.500011421740055e-06,1.200009137392044e-06
45260,6.399990525096655e-06,4.00003045797348e-07,4.00003045797348e-07
45270,7.800001185387373e-06,4.00003045797348e-07,4.00003045797348e-07
45280,5.200039595365524e-06,4.00003045797348e-07,3.00002284348011e-07
45290,9.800016414374113e-06,6.00004568696022e-07,4.00003045797348e-07
45300,5.100038833916187e-06,3.00002284348011e-07,3.00002284348011e-07
45310,5.499983672052622e-06,3.9994483813643456e-07,4.00003045797348e-07
45320,4.699977580457926e-06,3.00002284348011e-07,2.00001522898674e-07
45330,5.399982910603285e-06,3.9994483813643456e-07,3.00002284348011e-07
45340,5.900044925510883e-06,4.00003045797348e-07,3.00002284348011e-07
45350,6.199989002197981e-06,4.00003045797348e-07,4.00003045797348e-07
45360,6.099988240748644e-06,1.00000761449337e-06,3.00002284348011e-07
45370,6.300047971308231e-06,4.00003045797348e-07,3.00002284348011e-07
45380,7.700000423938036e-06,3.00002284348011e-07,3.00002284348011e-07
45390,5.199981387704611e-06,3.00002284348011e-07,2.00001522898674e-07
45400,6.599992047995329e-06,4.00003045797348e-07,3.00002284348011e-07
45410,5.89998671784997e-06,3.00002284348011e-07,2.00001522898674e-07
45420,7.800001185387373e-06,1.300009898841381e-06,1.100008375942707e-06
45430,8.200004231184721e-06,4.00003045797348e-07,4.00003045797348e-07
45440,5.799985956400633e-06,4.00003045797348e-07,2.00001522898674e-07
45450,7.800001185387373e-06,5.00003807246685e-07,4.00003045797348e-07
45460,4.699977580457926e-06,9.00006853044033e-07,8.00006091594696e-07
45470,6.399990525096655e-06,4.00003045797348e-07,4.00003045797348e-07
45480,5.499983672052622e-06,5.00003807246685e-07,1.100008375942707e-06
45490,4.099973011761904e-06,3.00002284348011e-07,2.00001522898674e-07
45500,5.599984433501959e-06,3.00002284348011e-07,2.00001522898674e-07
45510,4.8999791033566e-06,8.00006091594696e-07,2.00001522898674e-07
45520,4.499976057559252e-06,3.00002284348011e-07,2.00001522898674e-07
45530,4.700035788118839e-06,3.00002284348011e-07,3.00002284348011e-07
45540,4.999979864805937e-06,3.00002284348011e-07,8.00006091594696e-07
45550,8.600007276982069e-06,5.00003807246685e-07,4.00003045797348e-07
45560,4.499976057559252e-06,4.00003045797348e-07,3.00002284348011e-07
45570,5.300040356814861e-06,3.00002284348011e-07,3.00002284348011e-07
45580,6.500049494206905e-06,4.00003045797348e-07,5.00003807246685e-07
45590,4.999979864805937e-06,4.00003045797348e-07,2.00001522898674e-07
45600,5.499983672052622e-06,3.00002284348011e-07,3.00002284348011e-07
45610,4.900037311017513e-06,4.00003045797348e-07,4.00003045797348e-07
45620,4.600035026669502e-06,4.00003045797348e-07,3.00002284348011e-07
45630,3.200024366378784e-06,4.00003045797348e-07,3.00002284348011e-07
45640,5.099980626255274e-06,4.00003045797348e-07,3.00002284348011e-07
45650,5.799985956400633e-06,3.00002284348011e-07,2.00001522898674e-07
45660,4.700035788118839e-06,3.00002284348011e-07,3.00002284348011e-07
45670,4.999979864805937e-06,2.9994407668709755e-07,3.00002284348011e-07
45680,3.1999661587178707e-06,3.00002284348011e-07,2.00001522898674e-07
45690,6.499991286545992e-06,3.00002284348011e-07,1.00000761449337e-06
45700,5.600042641162872e-06,3.00002284348011e-07,3.00002284348011e-07
45710,4.500034265220165e-06,4.00003045797348e-07,2.00001522898674e-07
45720,5.499983672052622e-06,3.00002284348011e-07,2.00001522898674e-07
45730,8.90000956133008e-06,4.00003045797348e-07,4.00003045797348e-07
45740,5.800044164061546e-06,3.00002284348011e-07,3.00002284348011e-07
45750,4.599976819008589e-06,3.00002284348011e-07,1.100008375942707e-06
45760,4.799978341907263e-06,3.00002284348011e-07,3.00002284348011e-07
45770,4.499976057559252e-06,3.00002284348011e-07,3.00002284348011e-07
45780,6.199989002197981e-06,3.00002284348011e-07,3.00002284348011e-07
45790,3.89997148886323e-06,3.00002284348011e-07,3.00002284348011e-07
45800,4.599976819008589e-06,3.00002284348011e-07,2.00001522898674e-07
45810,4.300032742321491e-06,2.9994407668709755e-07,3.00002284348011e-07
45820,6.300047971308231e-06,4.00003045797348e-07,2.00001522898674e-07
45830,5.099980626255274e-06,3.00002284348011e-07,3.00002284348011e-07
45840,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
45850,5.500041879713535e-06,4.00003045797348e-07,3.00002284348011e-07
45860,3.600027412176132e-06,2.9994407668709755e-07,3.00002284348011e-07
45870,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
45880,3.900029696524143e-06,4.00003045797348e-07,3.00002284348011e-07
45890,4.699977580457926e-06,3.00002284348011e-07,3.00002284348011e-07
45900,3.900029696524143e-06,3.00002284348011e-07,3.00002284348011e-07
45910,3.6999699659645557e-06,2.00001522898674e-07,3.00002284348011e-07
45920,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
45930,5.499983672052622e-06,5.00003807246685e-07,4.00003045797348e-07
45940,3.8000289350748062e-06,3.00002284348011e-07,2.00001522898674e-07
45950,3.5999692045152187e-06,4.00003045797348e-07,3.00002284348011e-07
45960,4.299974534660578e-06,3.00002284348011e-07,3.00002284348011e-07
45970,3.500026650726795e-06,3.00002284348011e-07,3.00002284348011e-07
45980,4.200031980872154e-06,4.00003045797348e-07,4.00003045797348e-07
45990,3.300025127828121e-06,2.9994407668709755e-07,2.00001522898674e-07
46000,5.199981387704611e-06,3.00002284348011e-07,2.00001522898674e-07
46010,3.500026650726795e-06,2.9994407668709755e-07,3.00002284348011e-07
46020,2.7999631129205227e-06,3.00002284348011e-07,2.00001522898674e-07
46030,3.500026650726795e-06,3.00002284348011e-07,2.00001522898674e-07
46040,4.00003045797348e-06,4.00003045797348e-07,2.00001522898674e-07
46050,3.8000289350748062e-06,3.00002284348011e-07,3.00002284348011e-07
46060,3.4999684430658817e-06,3.00002284348011e-07,2.00001522898674e-07
46070,1.4999532140791416e-06,3.00002284348011e-07,3.00002284348011e-07
46080,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
46090,3.4999684430658817e-06,2.00001522898674e-07,2.00001522898674e-07
46100,3.6999699659645557e-06,2.00001522898674e-07,2.00001522898674e-07
46110,3.8000289350748062e-06,2.00001522898674e-07,3.00002284348011e-07
46120,2.700020559132099e-06,2.00001522898674e-07,3.00002284348011e-07
46130,3.500026650726795e-06,2.00001522898674e-07,2.00001522898674e-07
46140,3.700028173625469e-06,3.00002284348011e-07,3.00002284348011e-07
46150,3.500026650726795e-06,2.9994407668709755e-07,3.00002284348011e-07
46160,2.800021320581436e-06,3.00002284348011e-07,2.00001522898674e-07
46170,4.200031980872154e-06,3.00002284348011e-07,3.00002284348011e-07
46180,1.1999509297311306e-06,3.00002284348011e-07,2.00001522898674e-07
46190,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
46200,3.5999692045152187e-06,3.00002284348011e-07,3.00002284348011e-07
46210,2.2999593056738377e-06,3.00002284348011e-07,3.00002284348011e-07
46220,4.200031980872154e-06,3.00002284348011e-07,2.00001522898674e-07
46230,2.7999631129205227e-06,3.00002284348011e-07,2.00001522898674e-07
46240,9.700015652924776e-06,4.00003045797348e-07,2.00001522898674e-07
46250,3.89997148886323e-06,4.00003045797348e-07,4.00003045797348e-07
46260,4.600035026669502e-06,5.00003807246685e-07,4.00003045797348e-07
46270,3.600027412176132e-06,3.00002284348011e-07,3.00002284348011e-07
46280,3.300025127828121e-06,3.00002284348011e-07,3.00002284348011e-07
46290,3.500026650726795e-06,3.00002284348011e-07,2.00001522898674e-07
46300,2.100015990436077e-06,3.00002284348011e-07,2.00001522898674e-07
46310,3.2999669201672077e-06,3.00002284348011e-07,3.00002284348011e-07
46320,3.300025127828121e-06,3.00002284348011e-07,2.00001522898674e-07
46330,6.299989763647318e-06,3.00002284348011e-07,2.00001522898674e-07
46340,3.00002284348011e-06,3.00002284348011e-07,3.00002284348011e-07
46350,3.89997148886323e-06,2.00001522898674e-07,2.9994407668709755e-07
46360,3.500026650726795e-06,3.9994483813643456e-07,2.00001522898674e-07
46370,3.400025889277458e-06,3.00002284348011e-07,3.00002284348011e-07
46380,3.900029696524143e-06,3.00002284348011e-07,2.00001522898674e-07
