n,Naive,McCreight
10000,4.630161999957636,4.438602500013076
20000,19.03313850000268,17.650799499999266
30000,43.205199200019706,40.00618830003077
40000,75.65294280002126,71.62791440001456
50000,118.68900620000204,111.0902885000105
60000,171.79545219999272,161.2059960999759
70000,233.0213289000094,213.9897720000008
80000,293.03851899999427,275.3178755000117
90000,366.699444799975,347.97415800002636
